Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,161,107,54,66.5%,227-137,62.4%,1855-1495,55.4%,14-18,43.8%,98,53.1%,41.9%,8.2%,5.1%,60.4%,69.1%,46.2%,60.0%,42.6%,51.4%,1.07
Clay,49,31,18,63.3%,64-50,56.1%,572-507,53.0%,4-7,36.4%,27,-,-,6.3%,5.5%,59.8%,67.2%,45.3%,58.4%,43.6%,50.8%,1.05
Grass,28,18,10,64.3%,41-26,61.2%,330-299,52.5%,5-1,83.3%,26,-,-,8.1%,4.8%,62.0%,70.9%,48.9%,62.5%,42.0%,52.0%,1.12
Carpet,14,10,4,71.4%,22-10,68.8%,160-132,54.8%,1-1,50.0%,10,-,-,9.8%,5.2%,63.5%,68.4%,40.2%,58.1%,43.1%,50.8%,1.03
Grand Slams,64,44,20,68.8%,96-51,65.3%,773-598,56.4%,7-10,41.2%,60,-,-,7.3%,4.9%,60.9%,70.2%,48.5%,61.7%,44.6%,53.0%,1.16
Premiers,99,56,43,56.6%,124-102,54.9%,1082-1008,51.8%,10-9,52.6%,71,-,-,8.6%,5.2%,61.3%,69.2%,45.2%,59.9%,41.2%,50.5%,1.03
Internationals,60,43,17,71.7%,85-48,63.9%,687-547,55.7%,6-7,46.2%,23,33.3%,40.0%,8.2%,5.4%,60.3%,66.5%,43.2%,57.3%,41.9%,49.6%,0.98
Finals,7,6,1,85.7%,11-5,68.8%,88-72,55.0%,2-1,66.7%,0,,,,,,,,,,,
Semi-finals,20,7,13,35.0%,18-30,37.5%,234-252,48.1%,2-8,20.0%,11,-,-,6.4%,5.7%,63.0%,65.5%,41.8%,56.7%,37.6%,47.3%,0.87
Quarter-finals,35,20,15,57.1%,44-39,53.0%,397-385,50.8%,4-4,50.0%,21,-,-,7.2%,5.4%,60.0%,68.8%,43.9%,58.9%,39.9%,49.4%,0.97
vs Righties,226,148,78,65.5%,315-199,61.3%,2602-2176,54.5%,24-25,49.0%,141,53.1%,41.9%,7.7%,5.0%,60.8%,68.6%,45.7%,59.6%,42.8%,51.2%,1.06
vs Lefties,21,13,8,61.9%,30-23,56.6%,259-227,53.3%,0-2,0.0%,16,-,-,9.7%,6.3%,60.1%,71.3%,47.2%,61.7%,41.7%,51.7%,1.09
vs Top 10,36,10,26,27.8%,29-59,33.0%,389-480,44.8%,4-11,26.7%,30,36.4%,45.5%,5.9%,5.1%,61.3%,64.1%,44.1%,56.4%,39.3%,47.9%,0.90
