Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,18,13,5,72.2%,2,0,2,0.0%,2005,2009,SF,18,1.16,9.2%,6.5%,61.0%,69.5%,45.3%,60.0%,46.5%,53.5%,50.3%
Roland Garros,6,Clay,18,12,6,66.7%,8,0,8,0.0%,2004,2009,SF,14,1.20,6.4%,4.5%,61.3%,68.9%,50.5%,61.8%,45.8%,56.3%,46.1%
Wimbledon,6,Grass,19,13,6,68.4%,5,5,0,100.0%,2004,2009,QF,17,1.16,6.9%,4.6%,60.4%,71.8%,50.8%,63.5%,42.2%,53.9%,44.5%
US Open,6,Hard,17,11,6,64.7%,5,2,3,40.0%,2004,2009,R16,11,1.13,6.5%,3.8%,61.2%,70.0%,46.2%,60.7%,44.5%,48.4%,52.4%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2008,2008,R64,0,,,,,,,,,,
Fed Cup,4,,12,11,1,91.7%,1,0,1,0.0%,2005,2008,,0,,,,,,,,,,
Miami,6,Hard,14,8,6,57.1%,3,2,1,66.7%,2004,2015,QF,9,0.99,9.6%,5.1%,57.1%,67.1%,47.5%,58.7%,40.7%,51.9%,43.1%
Indian Wells,4,Hard,11,7,4,63.6%,1,1,0,100.0%,2005,2009,QF,8,1.14,7.1%,4.9%,56.7%,71.6%,53.7%,63.9%,41.1%,63.6%,42.4%
Eastbourne,4,Grass,7,3,4,42.9%,0,0,0,-,2005,2009,QF,4,0.96,10.8%,6.8%,68.9%,67.1%,37.2%,57.8%,40.6%,50.0%,50.0%
Sydney,3,Hard,12,9,3,75.0%,1,0,1,0.0%,2006,2008,SF,12,1.19,9.3%,4.5%,63.0%,73.1%,46.8%,63.4%,43.6%,66.2%,37.5%
Moscow,3,Hard,8,5,3,62.5%,4,2,2,50.0%,2006,2008,SF,8,1.02,5.6%,3.5%,60.4%,66.8%,47.6%,59.2%,41.7%,68.6%,39.7%
Memphis,3,Hard,7,4,3,57.1%,4,0,4,0.0%,2005,2010,SF,7,1.06,9.7%,3.6%,64.1%,70.3%,50.5%,63.2%,38.9%,71.0%,35.1%
