Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,35,24,11,68.6%,31,21,10,67.7%,2016,2026,SF,32,1.10,12.8%,2.5%,64.0%,75.3%,51.9%,66.9%,36.5%,69.2%,39.5%
Roland Garros,10,Clay,35,25,10,71.4%,19,13,6,68.4%,2016,2025,QF,33,1.12,6.5%,3.2%,61.8%,71.4%,52.7%,64.3%,40.0%,62.5%,41.2%
Wimbledon,8,Grass,26,18,8,69.2%,21,13,8,61.9%,2015,2025,QF,22,1.02,10.6%,3.2%,65.5%,73.4%,51.6%,65.9%,34.7%,68.4%,44.7%
US Open,11,Hard,26,15,11,57.7%,12,3,9,25.0%,2015,2025,SF,21,1.13,11.5%,4.3%,59.8%,76.0%,53.3%,66.9%,37.4%,60.7%,38.9%
Olympics,1,,6,5,1,83.3%,1,1,0,100.0%,2021,2021,F,0,,,,,,,,,,
Davis Cup,5,,12,5,7,41.7%,7,3,4,42.9%,2013,2019,,9,1.05,8.9%,2.6%,64.5%,70.5%,53.5%,64.5%,37.2%,65.1%,28.6%
Miami Masters,10,Hard,20,10,10,50.0%,10,5,5,50.0%,2014,2026,SF,20,1.05,8.7%,2.4%,62.6%,74.9%,51.0%,66.0%,35.8%,61.1%,41.0%
Indian Wells Masters,9,Hard,17,8,9,47.1%,6,1,5,16.7%,2017,2026,QF,17,1.05,9.2%,2.9%,60.1%,70.9%,52.4%,63.5%,38.5%,61.2%,41.0%
Dubai,10,Hard,18,8,10,44.4%,13,6,7,46.2%,2017,2026,QF,18,1.02,8.4%,2.9%,63.5%,72.9%,51.6%,65.1%,35.7%,64.9%,36.1%
Doha,6,Hard,15,10,5,66.7%,8,5,3,62.5%,2017,2026,W,15,1.22,10.6%,1.9%,68.1%,77.8%,56.6%,71.1%,35.4%,66.0%,36.0%
Rotterdam,7,Hard,12,5,7,41.7%,8,1,7,12.5%,2017,2026,QF,12,1.06,8.2%,2.9%,59.5%,73.8%,52.2%,65.1%,37.1%,63.6%,42.1%
Hong Kong,2,Hard,3,0,3,0.0%,3,0,3,0.0%,2024,2026,R16,3,0.89,10.9%,2.3%,62.0%,72.7%,47.5%,63.2%,32.7%,55.6%,33.3%
