Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Doha QF,L vs Alcaraz,2.8%,100.0%,10.4%,52.4%,11.8%,15.7%,0.0%,10.4%,8.3%,0.9%,33.3%,-59,-50
2025 Canada F,L vs Shelton,0.0%,-,13.4%,78.6%,14.0%,37.5%,8.3%,5.8%,12.5%,1.4%,40.0%,-74,-83
2025 Canada SF,W vs Zverev,0.0%,-,9.2%,89.5%,10.1%,23.6%,0.0%,6.9%,35.0%,0.9%,50.0%,-63,-55
2025 Canada R16,W vs Ruud,0.0%,-,4.8%,83.3%,15.4%,25.0%,0.0%,12.1%,53.8%,0.5%,0.0%,-11,-3
2025 Wimbledon QF,L vs Fritz,0.9%,100.0%,8.5%,84.2%,9.3%,12.8%,50.0%,13.9%,30.6%,1.4%,20.0%,10,11
2025 Roland Garros R32,L vs Paul,0.6%,100.0%,9.3%,66.7%,17.0%,17.8%,25.0%,9.4%,23.5%,4.3%,37.5%,-6,-8
2025 Monte Carlo R64,L vs Medvedev,0.0%,-,17.2%,56.8%,9.0%,11.2%,14.3%,5.1%,22.2%,1.5%,11.1%,-69,-73
2025 Australian Open R32,L vs Michelsen,0.0%,-,6.0%,63.6%,15.1%,23.5%,100.0%,7.3%,20.0%,1.0%,33.3%,-57,-34
2025 Australian Open R128,W vs Mannarino,1.3%,100.0%,7.5%,71.4%,16.3%,26.3%,0.0%,5.4%,6.3%,0.3%,0.0%,1,22
2024 Paris SF,L vs Humbert,0.0%,-,3.0%,83.3%,8.3%,18.5%,16.7%,11.5%,14.3%,0.0%,-,-23,-6
2024 Paris R16,W vs Popyrin,0.0%,-,8.9%,85.7%,23.2%,29.3%,0.0%,17.0%,38.5%,0.0%,-,-25,3
2024 Vienna F,L vs Draper,0.0%,-,10.4%,61.5%,13.2%,16.1%,0.0%,8.9%,0.0%,0.0%,-,-70,-39
2024 Almaty F,W vs Diallo,0.0%,-,8.9%,76.5%,11.0%,14.7%,0.0%,12.8%,33.3%,0.3%,100.0%,-42,-27
2024 Beijing QF,L vs Alcaraz,0.0%,-,9.7%,46.2%,12.2%,14.3%,0.0%,5.6%,16.7%,0.9%,50.0%,-33,-74
2024 US Open R128,L vs Evans,0.0%,-,14.0%,65.5%,15.3%,20.8%,9.8%,15.8%,47.6%,0.6%,0.0%,52,38
2024 Cincinnati R64,W vs Cerundolo,0.0%,-,3.1%,33.3%,11.7%,10.0%,25.0%,10.6%,80.0%,0.0%,-,-88,-61
2024 Rome R16,L vs Tabilo,0.0%,-,13.5%,70.8%,11.8%,20.9%,25.0%,8.8%,0.0%,1.2%,50.0%,-10,-28
2024 Madrid R16,L vs Sinner,0.0%,-,5.3%,55.6%,18.3%,11.1%,16.7%,13.7%,46.2%,0.9%,0.0%,-30,-24
2024 Monte Carlo QF,L vs Tsitsipas,2.1%,0.0%,9.9%,60.0%,16.7%,20.7%,0.0%,5.7%,12.5%,1.7%,33.3%,-4,-17
2024 Miami R16,L vs Zverev,2.9%,100.0%,9.3%,50.0%,10.9%,19.0%,0.0%,1.8%,0.0%,0.0%,-,-125,-115
Career (112 matches),,0.5%,50.0%,8.8%,66.2%,12.6%,17.9%,9.1%,7.8%,25.5%,0.8%,29.8%,-39,-23
