Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,368,209,159,56.8%,528-421,55.6%,4970-4571,52.1%,97-105,48.0%,359,83.9%,20.7%,10.4%,3.1%,62.8%,75.1%,51.7%,66.4%,36.5%,51.2%,1.09
Clay,133,78,55,58.6%,208-157,57.0%,1857-1743,51.6%,34-28,54.8%,132,79.0%,24.0%,6.4%,2.8%,61.4%,70.0%,52.1%,63.1%,38.7%,50.8%,1.05
Grass,50,32,18,64.0%,87-68,56.1%,820-776,51.4%,20-16,55.6%,50,84.1%,18.4%,10.2%,3.0%,64.8%,74.4%,52.7%,66.7%,34.3%,50.6%,1.03
Grand Slams,108,73,35,67.6%,249-165,60.1%,2188-1950,52.9%,49-30,62.0%,108,83.2%,22.6%,10.2%,3.2%,62.8%,73.9%,52.4%,65.9%,37.4%,51.5%,1.10
Masters,162,90,72,55.6%,214-173,55.3%,1978-1846,51.7%,34-34,50.0%,162,81.4%,22.0%,8.2%,2.9%,62.2%,73.1%,52.0%,65.1%,37.2%,51.0%,1.07
Other Tours,266,150,116,56.4%,343-285,54.6%,3290-3094,51.5%,65-81,44.5%,259,83.0%,20.2%,9.6%,3.0%,62.9%,74.3%,51.4%,65.8%,36.2%,50.8%,1.06
Best of 5,114,75,39,65.8%,257-178,59.1%,2286-2055,52.7%,51-31,62.2%,111,83.0%,22.5%,10.2%,3.2%,62.8%,73.7%,52.2%,65.7%,37.4%,51.4%,1.09
Best of 3,437,244,193,55.8%,566-468,54.7%,5361-5035,51.6%,100-118,45.9%,430,82.5%,20.7%,9.0%,2.9%,62.7%,73.8%,51.8%,65.6%,36.6%,50.9%,1.06
Finals,11,7,4,63.6%,15-11,57.7%,142-130,52.2%,4-2,66.7%,10,86.4%,20.8%,11.1%,3.0%,65.8%,73.9%,59.3%,68.9%,35.1%,51.4%,1.13
Semi-finals,28,11,17,39.3%,32-39,45.1%,362-370,49.5%,6-15,28.6%,27,80.6%,18.7%,9.2%,2.2%,65.5%,71.5%,50.3%,64.1%,35.0%,49.4%,0.98
Quarter-finals,67,28,39,41.8%,71-90,44.1%,785-823,48.8%,11-19,36.7%,66,80.4%,18.3%,9.8%,3.0%,63.0%,73.0%,49.4%,64.3%,34.4%,49.4%,0.96
vs Righties,474,273,201,57.6%,703-561,55.6%,6571-6130,51.7%,133-127,51.2%,467,82.7%,20.9%,9.2%,3.0%,62.6%,73.7%,52.0%,65.6%,36.6%,50.9%,1.06
vs Lefties,75,44,31,58.7%,115-85,57.5%,1045-947,52.5%,18-22,45.0%,73,82.2%,23.1%,10.3%,3.3%,63.3%,73.8%,51.2%,65.5%,37.9%,51.5%,1.10
vs Top 10,75,16,59,21.3%,55-137,28.6%,855-1076,44.3%,11-31,26.2%,74,77.0%,13.1%,7.5%,2.7%,64.3%,69.8%,49.0%,62.4%,32.2%,47.4%,0.86
