Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,34,18,16,52.9%,50-43,53.8%,504-451,52.8%,8-15,34.8%,34,87.2%,18.7%,10.3%,2.8%,64.3%,77.0%,52.1%,68.1%,35.2%,51.4%,1.10
Clay,15,9,6,60.0%,25-17,59.5%,222-201,52.5%,2-2,50.0%,15,75.6%,28.6%,5.0%,2.5%,63.7%,69.0%,50.6%,62.3%,40.8%,51.4%,1.08
Grass,11,8,3,72.7%,22-13,62.9%,190-165,53.5%,4-3,57.1%,11,85.2%,20.9%,8.8%,2.2%,63.2%,74.1%,57.3%,67.9%,35.1%,51.6%,1.09
Grand Slams,13,9,4,69.2%,33-21,61.1%,294-252,53.8%,4-5,44.4%,13,84.4%,23.5%,9.3%,2.9%,62.7%,74.3%,51.6%,65.8%,37.6%,51.7%,1.10
Masters,24,14,10,58.3%,34-23,59.6%,309-267,53.6%,8-5,61.5%,24,81.6%,24.7%,7.3%,2.7%,64.5%,73.5%,52.3%,66.0%,38.2%,51.8%,1.12
Other Tours,23,12,11,52.2%,30-29,50.8%,313-298,51.2%,2-10,16.7%,23,85.6%,17.0%,9.4%,2.2%,64.6%,75.4%,54.4%,68.0%,34.1%,50.7%,1.07
Best of 5,13,9,4,69.2%,33-21,61.1%,294-252,53.8%,4-5,44.4%,13,84.4%,23.5%,9.3%,2.9%,62.7%,74.3%,51.6%,65.8%,37.6%,51.7%,1.10
Best of 3,47,26,21,55.3%,64-52,55.2%,622-565,52.4%,10-15,40.0%,47,83.7%,20.8%,8.4%,2.5%,64.6%,74.5%,53.4%,67.0%,36.1%,51.3%,1.10
Finals,1,0,1,0.0%,1-2,33.3%,17-19,47.2%,1-1,50.0%,1,88.2%,5.9%,3.0%,2.0%,63.4%,71.9%,70.3%,71.3%,27.8%,48.8%,0.97
Semi-finals,3,1,2,33.3%,3-5,37.5%,38-44,46.3%,1-1,50.0%,3,85.4%,5.1%,8.1%,3.2%,63.7%,72.2%,55.6%,66.1%,30.6%,48.5%,0.90
Quarter-finals,7,3,4,42.9%,9-9,50.0%,95-91,51.1%,2-2,50.0%,7,83.7%,17.8%,7.2%,2.8%,62.7%,73.6%,53.9%,66.3%,33.5%,50.2%,0.99
vs Righties,57,34,23,59.6%,94-68,58.0%,872-771,53.1%,13-17,43.3%,57,84.0%,21.8%,8.8%,2.6%,64.0%,74.4%,52.5%,66.5%,36.7%,51.5%,1.10
vs Lefties,3,1,2,33.3%,3-5,37.5%,44-46,48.9%,1-3,25.0%,3,81.4%,18.6%,6.8%,2.0%,62.4%,74.4%,58.5%,68.4%,34.5%,50.6%,1.09
vs Top 10,7,1,6,14.3%,6-13,31.6%,90-107,45.7%,3-2,60.0%,7,77.8%,10.4%,4.0%,2.2%,63.1%,70.7%,50.0%,63.1%,31.8%,47.8%,0.86
