Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Evans,106.8,114.5,9.3,118.6,110.4,129,64,96.0,7.2,99.4,95.7,110,66
2023 US Open R128,L vs Mmoh,103.1,110.7,6.0,114.5,106.5,121,97,92.8,7.9,99.7,98.0,105,69
2022 US Open SF,L vs Ruud,108.8,116.5,5.3,119.9,113.7,125,105,92.3,4.4,95.2,88.5,101,84
2022 US Open QF,W vs Kyrgios,109.1,116.8,6.1,120.0,112.1,127,102,97.0,5.6,101.0,87.5,110,83
2022 US Open R16,W vs Carreno Busta,110.5,120.0,5.7,122.9,116.4,129,105,95.5,6.3,100.1,90.7,112,83
2022 US Open R32,W vs Draper,108.9,116.5,4.9,118.7,113.1,129,107,94.3,4.4,94.7,97.0,104,83
2022 US Open R64,W vs Monteiro,108.4,117.2,8.5,119.0,115.4,128,72,94.0,4.7,94.0,99.0,106,86
2022 US Open R128,W vs Kudla,110.2,117.1,5.8,121.5,113.7,128,106,99.2,6.0,101.4,90.0,110,80
2021 US Open R128,L vs Harris,108.0,117.7,5.8,120.6,113.2,130,106,94.3,6.2,91.3,90.2,109,80
2021 Wimbledon QF,L vs Shapovalov,112.5,118.1,4.7,120.2,115.8,128,106,102.8,4.4,98.0,108.0,111,93
2021 Wimbledon R16,W vs Korda,112.5,118.3,4.9,120.5,116.3,129,103,100.8,3.8,104.0,106.5,112,95
2021 Wimbledon R32,W vs Tiafoe,111.1,115.6,5.0,118.9,111.2,125,104,100.1,4.0,,,109,92
2020 US Open R32,L vs De Minaur,106.4,112.4,6.5,115.9,107.2,123,98,93.5,4.0,93.5,,100,82
2020 US Open R64,W vs Kuznetsov,107.5,114.1,10.3,114.8,112.2,126,63,93.1,8.3,85.7,93.0,101,63
2019 Wimbledon R32,L vs Bautista Agut,112.6,118.7,5.9,123.1,115.2,130,104,101.0,5.3,99.3,95.0,114,90
2019 Wimbledon R64,W vs Lopez,113.2,119.1,5.9,122.9,114.5,128,99,100.5,4.3,,,111,93
2019 Wimbledon R128,W vs Kwon,115.1,120.3,5.0,121.9,117.6,130,108,101.2,5.0,101.3,91.0,112,91
2019 Roland Garros QF,L vs Thiem,110.1,115.4,6.7,,,128,98,97.6,4.9,,,110,90
2019 Roland Garros R16,W vs Del Potro,109.7,118.2,7.0,,,128,83,97.1,4.4,,,108,90
2019 Roland Garros R32,W vs Klizan,111.3,117.1,6.5,,,126,98,99.4,5.3,,,108,88
Career (33 matches),,111.0,118.0,6.5,121.3,114.3,134,63,98.3,5.3,98.7,95.4,118,63
