Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Doha QF,L vs Alcaraz,75.8%,31.9%,4.4%,3/1,1.93,11.4%,73.8%,31.3%,3.1%,1.80,16.7%,87.5%,33.3%,8.3%,2.20,0.0%
2025 Canada F,L vs Shelton,54.6%,40.7%,1.9%,1/1,2.14,34.1%,50.0%,40.0%,1.4%,2.12,54.9%,75.0%,41.7%,3.1%,2.18,0.0%
2025 Canada SF,W vs Zverev,62.7%,46.9%,1.0%,1/0,2.20,10.1%,58.3%,47.6%,1.4%,2.20,16.7%,95.7%,45.5%,0.0%,2.19,0.0%
2025 Canada R16,W vs Ruud,69.4%,54.0%,0.0%,0/0,2.02,27.3%,66.7%,65.6%,0.0%,2.00,52.9%,85.7%,33.3%,0.0%,2.03,0.0%
2025 Wimbledon QF,L vs Fritz,61.0%,42.2%,3.8%,3/1,2.27,30.6%,50.7%,38.2%,1.5%,2.33,53.7%,83.3%,46.7%,8.3%,2.23,9.1%
2025 Roland Garros R32,L vs Paul,74.8%,51.3%,4.4%,3/4,2.32,11.2%,71.0%,43.7%,4.0%,2.34,18.4%,87.3%,62.5%,5.5%,2.30,0.0%
2025 Monte Carlo R64,L vs Medvedev,71.9%,58.0%,0.0%,0/0,2.40,6.0%,63.3%,45.2%,0.0%,2.42,8.3%,90.5%,68.4%,0.0%,2.32,0.0%
2025 Australian Open R32,L vs Michelsen,69.7%,40.6%,6.1%,3/3,2.11,9.4%,62.9%,43.6%,3.2%,2.28,13.8%,90.9%,36.7%,12.1%,1.92,4.2%
2025 Australian Open R128,W vs Mannarino,75.5%,53.8%,1.9%,1/1,2.31,3.8%,70.2%,51.5%,2.1%,2.25,6.3%,90.4%,55.3%,1.9%,2.40,0.0%
2024 Paris SF,L vs Humbert,66.3%,47.7%,6.1%,4/2,2.55,7.6%,65.2%,46.5%,3.0%,2.63,12.8%,78.6%,50.0%,14.3%,2.44,0.0%
2024 Paris R16,W vs Popyrin,71.9%,51.6%,4.5%,4/0,2.10,11.9%,61.5%,43.8%,5.8%,2.16,15.6%,91.4%,59.4%,2.9%,1.90,0.0%
2024 Vienna F,L vs Draper,72.4%,40.5%,3.4%,2/0,2.50,17.4%,67.5%,29.6%,2.5%,2.43,27.6%,93.8%,60.0%,6.3%,2.63,0.0%
2024 Almaty F,W vs Diallo,74.8%,59.0%,0.9%,1/0,2.63,18.9%,68.4%,51.9%,1.3%,2.71,25.7%,90.6%,72.4%,0.0%,2.47,5.6%
2024 Beijing QF,L vs Alcaraz,69.2%,33.3%,3.8%,0/2,-,16.1%,60.6%,40.0%,0.0%,-,23.1%,94.1%,25.0%,11.8%,-,4.3%
2024 US Open R128,L vs Evans,71.2%,46.6%,1.4%,2/1,2.14,42.1%,66.7%,38.9%,0.9%,2.10,29.6%,86.4%,53.9%,2.3%,2.18,56.5%
2024 Cincinnati R64,W vs Cerundolo,68.8%,69.7%,0.0%,0/0,-,32.3%,63.3%,57.9%,0.0%,-,50.0%,93.3%,85.7%,0.0%,-,0.0%
2024 Rome R16,L vs Tabilo,66.7%,50.0%,2.5%,1/1,2.34,26.6%,51.1%,45.8%,0.0%,2.24,44.4%,90.9%,53.3%,6.1%,2.47,2.9%
2024 Madrid R16,L vs Sinner,63.5%,38.9%,2.4%,1/1,2.28,1.7%,59.3%,34.3%,0.0%,2.31,2.7%,82.6%,47.4%,8.7%,2.22,0.0%
2024 Monte Carlo QF,L vs Tsitsipas,63.5%,39.4%,0.0%,0/0,2.22,5.1%,62.5%,25.0%,0.0%,2.30,7.7%,76.5%,61.5%,0.0%,2.08,0.0%
2024 Miami R16,L vs Zverev,64.4%,31.0%,4.4%,0/2,-,6.7%,63.6%,33.3%,0.0%,-,11.1%,66.7%,25.0%,16.7%,-,0.0%
Career (112 matches),,68.5%,46.9%,2.1%,61.7%,2.26,18.0%,63.8%,42.1%,1.7%,2.21,26.6%,84.6%,53.7%,3.1%,2.33,5.7%
