Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Doha QF,L vs Alcaraz,18,25,0.7,8.9%,12.4%,14,23,0.6,7.5%,12.4%,3.8%,1.6%,1.4,22.3%,15.8%
2025 Canada Masters F,L vs Shelton,30,25,1.2,14.4%,12.0%,27,23,1.2,14.8%,12.6%,12.1%,1.6%,0.9,19.6%,22.5%
2025 Canada Masters SF,W vs Zverev,29,32,0.9,14.0%,15.5%,23,29,0.8,12.9%,16.3%,9.6%,3.4%,1.0,18.8%,19.3%
2025 Canada Masters R16,W vs Ruud,32,22,1.5,25.6%,17.6%,25,19,1.3,24.0%,18.3%,14.4%,6.7%,0.7,17.6%,24.8%
2025 Wimbledon QF,L vs Fritz,30,41,0.7,13.5%,18.5%,24,38,0.6,12.3%,19.5%,7.2%,5.1%,1.5,19.4%,12.6%
2025 Roland Garros R32,L vs Paul,51,56,0.9,15.7%,17.3%,46,53,0.9,15.1%,17.4%,10.9%,3.6%,1.0,17.3%,16.7%
2025 Monte Carlo Masters R64,L vs Medvedev,26,50,0.5,12.1%,23.3%,25,48,0.5,12.3%,23.6%,9.4%,3.0%,1.0,17.7%,18.6%
2025 Australian Open R32,L vs Michelsen,32,24,1.3,17.6%,13.2%,18,23,0.8,11.6%,14.8%,9.0%,1.9%,1.4,22.0%,15.4%
2025 Australian Open R128,W vs Mannarino,32,45,0.7,17.1%,24.1%,26,41,0.6,15.7%,24.7%,9.0%,5.4%,0.4,9.1%,23.5%
2024 Paris Masters SF,L vs Humbert,29,33,0.9,14.6%,16.7%,18,32,0.6,10.5%,18.6%,5.8%,3.5%,1.0,18.2%,17.7%
2024 Paris Masters R16,W vs Popyrin,25,13,1.9,15.9%,8.3%,14,11,1.3,10.6%,8.3%,7.6%,3.0%,1.5,18.5%,12.7%
2024 Vienna F,L vs Draper,16,19,0.8,12.8%,15.2%,10,16,0.6,9.3%,14.8%,8.3%,0.9%,1.8,25.6%,14.4%
2024 Almaty F,W vs Diallo,30,26,1.2,15.6%,13.5%,24,25,1.0,13.6%,14.1%,6.8%,5.6%,1.0,18.2%,18.8%
2024 Beijing QF,L vs Alcaraz,28,25,1.1,20.9%,18.7%,24,24,1.0,19.2%,19.2%,4.0%,4.0%,2.0,30.6%,15.7%
2024 US Open R128,L vs Evans,79,73,1.1,20.2%,18.6%,66,66,1.0,19.1%,19.1%,9.2%,9.5%,1.2,13.5%,11.0%
2024 Cincinnati Masters R64,W vs Cerundolo,21,14,1.5,21.9%,14.6%,12,11,1.1,15.2%,13.9%,6.3%,3.8%,0.7,21.9%,33.3%
2024 Wimbledon R64,L vs Halys,48,23,2.1,18.0%,8.6%,38,19,2.0,17.0%,8.5%,8.0%,7.6%,2.9,26.2%,9.0%
2024 Wimbledon R128,W vs Karatsev,39,31,1.3,15.9%,12.7%,24,27,0.9,11.1%,12.4%,6.0%,2.8%,1.0,15.5%,15.5%
2024 Rome Masters R16,L vs Tabilo,31,30,1.0,17.4%,16.9%,24,28,0.9,15.0%,17.5%,10.0%,5.0%,1.3,20.2%,15.2%
2024 Madrid Masters R16,L vs Sinner,24,18,1.3,14.2%,10.7%,16,18,0.9,10.5%,11.8%,7.8%,2.6%,1.4,20.7%,14.8%
Career (164 matches),,5107,4970,1.0,16.3%,15.9%,3846,4569,0.8,14.0%,16.6%,6.4%,3.5%,1.0,17.3%,17.0%
