Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),15,2410,31,1856,36,1797,22,1824,21,1756,,,,
2025,17,2320,21,1894,24,1836,21,1843,19,1775,,,,
2024,19,2410,19,1912,17,1869,18,1840,35,1707,94,930,,
2023,15,2520,23,1870,21,1815,14,1848,,,,,,
2022,20,1990,21,1913,22,1854,15,1858,13,1801,,,,
2021,29,1731,26,1884,25,1839,18,1816,11,1795,,,,
2020,20,2245,25,1850,27,1794,16,1830,,,85,1000,,
2019,17,1840,26,1875,28,1820,16,1838,16,1788,86,960,44,1733
2018,11,2835,9,2015,9,1953,10,1898,9,1865,112,735,82,1629
2017,45,1030,79,1741,108,1641,53,1742,56,1663,121,675,70,1665
2016,53,863,67,1757,67,1714,90,1662,70,1616,364,175,,
2015,152,379,119,1652,114,1616,150,1540,117,1556,551,103,,
2014,372,116,280,1429,262,1391,219,1448,,,400,151,,
2013,451,83,,,,,,,,,,,,
