Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,2,0,2,0.0%,0-4,0.0%,6-24,20.0%,0-0,-,2,28.6%,12.5%,0.0%,2.0%,80.8%,42.5%,31.6%,40.4%,31.0%,36.1%,0.52,
2023,4,2,2,50.0%,4-3,57.1%,31-24,56.4%,0-0,-,0,,,,,,,,,,,,
2022,4,1,3,25.0%,3-6,33.3%,39-49,44.3%,0-0,-,4,51.2%,33.3%,0.0%,4.1%,76.4%,51.8%,44.3%,50.0%,42.3%,46.3%,0.85,
2021,2,1,1,50.0%,2-3,40.0%,25-24,51.0%,0-1,0.0%,2,58.3%,45.8%,0.0%,2.6%,75.4%,55.6%,42.6%,52.4%,47.5%,50.0%,1.00,R16 (Bogota)
2020,4,2,2,50.0%,5-4,55.6%,42-35,54.5%,0-1,0.0%,4,57.9%,52.6%,1.0%,1.7%,76.8%,54.4%,40.6%,51.2%,49.8%,50.5%,1.02,
2019,4,2,2,50.0%,5-4,55.6%,42-38,52.5%,1-0,100.0%,4,61.5%,45.0%,1.7%,4.7%,63.2%,64.2%,43.0%,56.4%,48.5%,52.2%,1.11,
2018,5,3,2,60.0%,7-3,70.0%,49-38,56.3%,1-0,100.0%,5,65.1%,46.5%,1.0%,2.6%,68.1%,60.9%,42.3%,54.9%,49.2%,52.0%,1.09,QF (Bogota)
2017,5,3,2,60.0%,7-4,63.6%,56-48,53.8%,0-0,-,5,65.4%,42.3%,0.0%,2.6%,74.1%,56.7%,52.8%,55.7%,47.0%,51.4%,1.06,
2016,5,2,3,40.0%,5-6,45.5%,43-42,50.6%,0-0,-,1,50.0%,35.7%,1.2%,2.3%,72.1%,51.6%,45.8%,50.0%,42.7%,46.4%,0.85,
2015,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,
2014,3,2,1,66.7%,4-2,66.7%,28-19,59.6%,0-0,-,0,,,,,,,,,,,,
Career,39,18,21,46.2%,42-41,50.6%,363-353,50.7%,2-2,50.0%,27,58.1%,41.5%,0.6%,2.9%,72.9%,55.7%,44.1%,52.6%,46.4%,49.5%,0.98,
