Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,4,2,2,50.0%,0,0,0,-,2018,2022,Q2,4,0.99,0.0%,4.5%,68.5%,61.9%,44.9%,56.5%,43.0%,63.3%,47.5%
Roland Garros,3,Clay,5,2,3,40.0%,0,0,0,-,2018,2021,Q3,4,0.93,0.0%,2.7%,74.2%,60.5%,37.9%,54.7%,42.3%,56.4%,51.9%
Wimbledon,2,Grass,2,0,2,0.0%,0,0,0,-,2018,2021,Q1,1,0.64,2.6%,5.2%,59.7%,58.7%,41.9%,51.9%,30.8%,50.0%,25.0%
US Open,3,Hard,3,0,3,0.0%,0,0,0,-,2016,2021,Q1,1,0.70,5.3%,5.3%,43.9%,52.0%,40.6%,45.6%,37.9%,54.5%,40.0%
Fed Cup,7,,23,12,11,52.2%,3,2,1,66.7%,2014,2020,,15,1.07,0.8%,2.8%,70.3%,58.4%,46.0%,54.7%,48.3%,57.4%,51.1%
Colina 125,2,Clay,3,1,2,33.3%,1,1,0,100.0%,2022,2023,R16,3,0.88,0.0%,5.7%,73.1%,59.4%,51.1%,57.1%,37.7%,57.1%,8.3%
Valencia 125,2,Clay,3,0,3,0.0%,0,0,0,-,2022,2023,R32,3,0.67,0.6%,9.1%,64.2%,50.9%,37.3%,46.1%,36.0%,44.0%,30.0%
Bogota,5,Clay,16,11,5,68.8%,3,1,2,33.3%,2016,2022,QF,16,1.10,0.5%,3.7%,74.3%,59.3%,44.5%,55.5%,48.9%,57.9%,53.1%
Stuttgart,2,Clay,2,0,2,0.0%,0,0,0,-,2018,2021,Q1,2,0.74,0.0%,2.3%,83.3%,43.6%,40.9%,43.2%,42.2%,40.0%,75.0%
Palermo,2,Clay,2,0,2,0.0%,0,0,0,-,2019,2020,Q1,2,0.78,0.9%,3.5%,67.8%,48.7%,32.4%,43.5%,44.1%,47.8%,60.0%
Monterrey,2,Hard,2,0,2,0.0%,0,0,0,-,2017,2020,Q1,2,0.72,1.4%,5.1%,68.1%,53.2%,38.6%,48.6%,36.8%,35.3%,45.5%
