Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2025-05-26),1402,3,,,,,,,,,,,,
2024,951,22,,,,,,,,,1516,10
2023,668,57,,,,,,,,,,
2022,405,121,344,1282,304,1314,324,1248,,,,
2021,204,337,271,1381,236,1387,251,1347,214,1317,,
2020,208,315,164,1450,160,1430,148,1410,,,300,264
2019,264,224,260,1415,,,233,1381,,,362,186
2018,282,170,176,1549,179,1489,157,1500,167,1429,574,47
2017,204,275,167,1523,188,1444,146,1481,,,144,506
2016,237,217,,,,,,,,,191,345
2015,304,138,,,,,,,,,305,183
2014,443,64,,,,,,,,,144,500
2013,281,191,,,,,,,,,193,360
2012,405,92,,,,,,,,,382,128
2011,603,44,,,,,,,,,396,144
2010,634,37,,,,,,,,,504,78
2009,1008,7,,,,,,,,,,
