Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2024 United Cup RR,L vs Fernandez,43% (3/7),100% (2/2),0/0,0/0,0% (0/5),0/2,0/1,- (0/0),- (0/0)
2019 W60 Barcelona R32,W vs Gracheva,50% (11/22),39% (7/18),2/5,1/4,14% (1/7),0/1,0/0,0% (0/6),80% (4/5)
2019 W60 La Bisbal D'Emporda R32,W vs Flink,78% (7/9),83% (5/6),2/2,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 W25 Rome R16,W vs Rybakina,42% (5/12),100% (7/7),2/2,1/1,43% (3/7),0/0,0/0,- (0/0),- (0/0)
2019 W25 Rome R32,W vs Rame,67% (8/12),70% (7/10),2/2,1/1,58% (7/12),1/2,0/0,- (0/0),- (0/0)
2019 W60 Wiesbaden SF,L vs Zavatska,29% (4/14),30% (3/10),0/0,0/0,40% (4/10),1/3,0/1,- (0/0),- (0/0)
2019 W60 Wiesbaden QF,W vs Fourlis,57% (4/7),67% (8/12),2/6,1/3,44% (4/9),0/0,0/0,- (0/0),- (0/0)
2019 W60 Wiesbaden R16,W vs Paquet,55% (11/20),44% (4/9),2/3,1/1,80% (12/15),0/1,0/0,- (0/0),- (0/0)
2019 W60 Wiesbaden R32,W vs Glushko,47% (8/17),25% (5/20),2/5,1/3,55% (6/11),1/2,0/0,- (0/0),- (0/0)
2019 W25 Tunis F,L vs Cristian,50% (3/6),33% (1/3),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2019 W25 Tunis SF,W vs Yerolymos,47% (9/19),80% (4/5),2/3,1/1,75% (6/8),0/0,0/0,- (0/0),- (0/0)
2019 W25 Tunis QF,W vs Kan,50% (8/16),67% (4/6),2/4,1/2,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2019 W25 Tunis R16,W vs Mironova,43% (6/14),43% (6/14),2/4,1/3,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 W25 Tunis R32,W vs Cavalle Reimers,50% (8/16),54% (7/13),2/5,1/4,64% (7/11),0/1,0/0,- (0/0),- (0/0)
2019 W25 Curitiba R16,L vs Cristian,67% (2/3),44% (4/9),0/0,0/0,30% (3/10),0/2,0/1,- (0/0),- (0/0)
2019 W25 Curitiba R32,W vs Goncalves,54% (7/13),75% (6/8),2/2,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 W25 Sao Paulo QF,L vs Chirico,38% (5/13),38% (3/8),0/1,0/0,50% (5/10),1/3,1/2,50% (3/6),20% (1/5)
2019 W25 Rancho Santa Fe CA R16,L vs Podoroska,22% (2/9),67% (2/3),0/0,0/0,57% (8/14),3/5,3/4,- (0/0),- (0/0)
2019 W25 Surprise AZ QF,L vs Karatantcheva,- (0/0),20% (2/10),0/0,0/0,36% (4/11),0/2,0/1,- (0/0),- (0/0)
2019 W25 Surprise AZ R16,W vs Samir,88% (7/8),45% (5/11),2/2,1/1,100% (6/6),0/0,0/0,- (0/0),- (0/0)
2024 (1 matches),,42.9%,100.0%,-,-,0.0%,0.0%,0.0%,-,-
2019 (25 matches),,50.3%,47.1%,55.0%,45.7%,54.4%,44.2%,47.1%,38.9%,53.3%
2018 (6 matches),,54.9%,46.0%,80.0%,100.0%,60.6%,68.2%,57.1%,-,-
2017 (30 matches),,58.5%,46.9%,50.7%,50.0%,50.4%,38.9%,50.0%,44.8%,38.7%
2016 (49 matches),,54.8%,53.8%,53.0%,55.4%,57.6%,52.4%,52.6%,54.3%,47.9%
Career (167 matches),,55.5%,51.3%,57.4%,56.8%,54.2%,46.0%,49.2%,50.7%,50.0%
