Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Toronto R64,L vs Gauff,16.5%,27.3%,43.2%,22.7%,36.4%,47.1%,34.5%,40.5%,37.5%,11.9%,21.4%,37.8%,5.6%,25.0%,50.0%,-14
2025 Wimbledon R32,L vs Swiatek,29.1%,34.5%,36.1%,33.3%,41.7%,29.2%,52.6%,23.5%,0.0%,25.0%,25.0%,50.0%,33.3%,40.0%,50.0%,87
2025 Australian Open R32,L vs Keys,34.5%,41.8%,45.5%,39.3%,50.0%,47.1%,47.1%,36.4%,50.0%,33.3%,37.5%,43.8%,44.4%,20.0%,0.0%,30
2024 Guadalajara R16,L vs Gadecki,25.8%,41.9%,44.7%,35.3%,58.8%,54.5%,80.0%,42.1%,33.3%,20.0%,30.0%,31.3%,8.3%,25.0%,50.0%,46
2024 US Open R128,L vs Dolehide,20.0%,40.0%,53.2%,25.4%,49.2%,57.4%,67.7%,28.1%,22.2%,16.7%,36.1%,46.7%,38.9%,22.2%,25.0%,28
2024 Olympics QF,L vs Swiatek,23.9%,34.3%,42.9%,32.5%,47.5%,55.6%,40.9%,27.8%,50.0%,12.0%,16.0%,27.3%,40.0%,26.7%,50.0%,-14
2024 Wimbledon R16,L vs Krejcikova,26.7%,33.3%,41.7%,35.6%,46.7%,51.7%,52.2%,50.0%,40.0%,17.4%,17.4%,26.3%,8.3%,36.4%,100.0%,35
2024 Roland Garros R64,L vs Danilovic,22.5%,34.3%,52.8%,32.8%,50.0%,69.2%,88.5%,59.4%,66.7%,10.8%,16.2%,33.3%,81.3%,19.0%,0.0%,-14
2024 Strasbourg F,L vs Keys,20.0%,26.7%,30.2%,20.5%,28.2%,35.5%,65.2%,75.0%,66.7%,25.0%,31.3%,16.7%,40.0%,63.6%,100.0%,100
2024 Strasbourg R16,W vs Siniakova,18.4%,32.7%,71.1%,23.3%,43.3%,69.6%,50.0%,50.0%,100.0%,11.8%,17.6%,73.3%,25.0%,22.2%,100.0%,2
2024 Rome SF,L vs Sabalenka,21.0%,33.9%,47.7%,24.2%,45.5%,56.0%,50.0%,64.7%,66.7%,20.8%,25.0%,36.8%,55.6%,40.0%,100.0%,80
2024 Rome QF,W vs Azarenka,28.4%,34.3%,47.5%,42.1%,47.4%,45.5%,60.0%,44.4%,50.0%,14.3%,23.8%,50.0%,42.9%,50.0%,60.0%,0
2024 Rome R64,W vs Blinkova,27.0%,40.5%,44.0%,31.6%,52.6%,69.2%,66.7%,50.0%,33.3%,25.0%,31.3%,16.7%,37.5%,62.5%,50.0%,30
2024 Madrid R16,L vs Sabalenka,28.0%,40.9%,38.7%,35.4%,54.2%,51.6%,56.5%,56.0%,50.0%,22.5%,30.0%,25.8%,38.9%,40.9%,66.7%,6
2024 Charleston F,W vs Kasatkina,11.6%,30.2%,80.0%,19.0%,42.9%,94.1%,54.5%,60.0%,100.0%,5.3%,21.1%,66.7%,14.3%,41.7%,-,-66
2024 Charleston SF,W vs Sakkari,37.5%,42.9%,51.5%,51.6%,58.1%,53.3%,71.4%,64.7%,66.7%,21.7%,26.1%,50.0%,18.2%,8.3%,0.0%,-7
2024 Charleston R32,W vs Jabeur,18.1%,26.5%,50.8%,10.2%,22.4%,50.0%,41.7%,40.0%,75.0%,34.5%,37.9%,52.6%,18.2%,44.4%,33.3%,73
2024 Miami F,W vs Rybakina,31.6%,40.0%,46.8%,39.0%,52.5%,58.3%,44.8%,40.0%,42.9%,21.2%,21.2%,30.8%,18.8%,76.5%,100.0%,-3
2024 Miami SF,W vs Alexandrova,38.3%,55.3%,62.1%,45.8%,62.5%,61.5%,58.3%,41.7%,-,30.4%,47.8%,62.5%,66.7%,78.6%,100.0%,-104
2024 Miami QF,W vs Garcia,32.7%,49.0%,71.0%,37.9%,48.3%,83.3%,92.9%,46.7%,-,27.8%,55.6%,53.8%,25.0%,70.0%,-,17
Last 52 Weeks (2 matches),,20.5%,29.5%,41.1%,26.5%,38.2%,41.3%,41.7%,35.2%,33.3%,15.5%,22.4%,40.8%,12.5%,29.4%,50.0%,21
Career (77 matches),,23.9%,35.2%,48.1%,29.1%,44.0%,52.0%,54.1%,50.3%,47.6%,20.0%,27.7%,42.9%,36.9%,41.3%,44.1%,64
