Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Dolehide,96.6,100.1,6.0,104.9,96.0,111,83,90.4,5.8,94.2,89.4,100,79
2024 Wimbledon R16,L vs Krejcikova,99.0,102.1,4.0,104.4,100.6,109,90,92.9,4.2,96.4,88.0,100,85
2024 Wimbledon R32,W vs Haddad Maia,98.4,103.7,4.0,104.1,100.4,109,87,91.4,5.2,90.8,93.5,99,80
2024 Wimbledon R64,W vs Galfi,95.5,99.4,5.0,102.6,97.5,107,90,87.6,5.4,92.0,87.3,95,74
2023 US Open R64,L vs Mertens,91.9,99.8,6.7,102.6,96.4,111,81,83.8,6.5,86.9,83.3,98,72
2023 US Open R128,W vs Fruhvirtova,91.5,97.8,8.9,102.2,96.4,107,68,84.2,6.1,88.0,87.0,95,75
2023 Wimbledon R64,L vs Bencic,96.7,100.9,5.1,103.2,98.5,111,91,89.1,6.3,85.7,88.3,102,73
2022 US Open R16,L vs Sabalenka,98.8,106.0,3.1,106.7,106.4,111,99,93.4,7.3,95.9,88.2,104,67
2022 US Open R32,W vs Cornet,99.9,104.4,4.3,106.9,103.0,110,94,91.6,6.1,94.0,89.0,99,74
2022 US Open R64,W vs Bucsa,96.2,103.0,4.4,104.6,101.6,110,91,86.5,9.2,95.3,79.0,98,72
2022 US Open R128,W vs Osaka,98.1,102.3,4.4,104.4,99.5,109,89,90.8,7.6,92.8,92.0,103,73
2022 Wimbledon R128,L vs Bouzkova,96.9,101.2,6.5,103.0,100.7,111,81,90.6,7.1,94.3,83.0,103,76
2021 US Open R32,L vs Sabalenka,95.8,106.7,6.4,109.7,103.6,116,84,84.3,6.3,98.0,94.0,99,72
2021 US Open R64,W vs Juvan,97.5,104.8,7.3,108.9,102.3,112,77,86.6,8.3,89.0,87.0,101,72
2021 US Open R128,W vs Suarez Navarro,99.5,105.8,5.9,108.8,107.5,113,91,90.7,7.9,103.0,98.5,103,78
2020 US Open R128,L vs Kontaveit,95.3,100.9,5.6,106.3,100.2,110,75,86.5,7.0,94.7,91.7,101,73
2019 US Open R64,L vs Wozniacki,92.4,102.6,6.1,107.3,100.1,111,81,78.7,7.2,81.2,82.8,92,66
2019 Wimbledon R32,L vs Martic,87.6,90.3,10.1,99.3,88.7,108,74,80.4,6.7,81.3,84.7,94,70
2019 Wimbledon R64,W vs Sevastova,85.6,87.7,9.7,95.3,85.7,108,65,81.5,5.7,86.0,87.0,92,71
2019 Roland Garros R64,L vs Barty,89.2,95.8,10.7,,,110,71,75.9,5.7,,,89,69
Career (22 matches),,94.1,99.3,6.7,103.9,97.2,116,65,86.2,6.5,89.8,87.0,104,66
