Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Montreal R64,L vs Gauff,0.95,0.93,96.4,5.7,1.6%,45.2%,1.7%,50.8%,53.3%,49.1%
2025 Wimbledon R32,L vs Swiatek,0.88,0.51,38.1,2.3,3.4%,58.6%,3.8%,46.2%,28.0%,26.1%
2025 Australian Open R32,L vs Keys,0.78,0.69,44.4,2.0,6.9%,55.2%,3.8%,69.2%,32.4%,35.5%
2024 Guadalajara R16,L vs Gadecki,0.88,0.64,48.1,2.2,6.3%,56.3%,6.7%,50.0%,26.7%,42.3%
2024 US Open R128,L vs Dolehide,0.82,0.88,70.9,8.0,3.4%,60.3%,3.8%,53.8%,49.0%,42.0%
2024 Wimbledon R16,L vs Krejcikova,0.94,0.61,51.6,2.5,7.9%,50.0%,8.1%,56.8%,29.0%,31.0%
2024 Wimbledon R32,W vs Haddad Maia,1.25,1.39,50.3,3.7,5.7%,57.1%,2.9%,52.9%,51.6%,48.3%
2024 Wimbledon R64,W vs Galfi,1.12,1.37,46.9,2.2,3.0%,57.6%,6.5%,48.4%,54.1%,60.6%
2024 Wimbledon R128,W vs Tauson,1.07,1.41,60.5,2.2,5.3%,76.3%,12.1%,54.5%,43.2%,46.3%
2024 Roland Garros R64,L vs Danilovic,0.89,0.87,77.0,26.2,3.6%,54.5%,6.4%,66.0%,33.9%,44.4%
2024 Strasbourg F,L vs Keys,0.94,0.61,39.4,2.3,3.2%,45.2%,3.4%,37.9%,43.5%,31.8%
2024 Strasbourg R16,W vs Siniakova,1.08,2.18,36.0,2.2,0.0%,73.1%,4.3%,73.9%,63.6%,42.1%
2024 Rome SF,L vs Sabalenka,0.89,0.65,45.7,2.2,3.1%,59.4%,0.0%,50.0%,36.7%,28.6%
2024 Madrid R16,L vs Sabalenka,0.93,0.82,60.1,8.1,4.1%,57.1%,6.8%,52.3%,50.0%,27.9%
2024 Charleston F,W vs Kasatkina,1.13,2.47,36.8,2.0,8.7%,78.3%,0.0%,75.0%,47.2%,54.3%
2024 Charleston SF,W vs Sakkari,1.09,1.60,46.1,2.0,6.9%,69.0%,7.4%,66.7%,44.8%,50.0%
2024 Charleston R32,W vs Jabeur,1.17,1.24,55.1,2.3,0.0%,59.1%,0.0%,53.8%,39.6%,53.3%
2024 Miami F,W vs Rybakina,1.18,1.16,64.3,2.4,8.3%,62.5%,0.0%,61.7%,37.5%,36.7%
2024 Miami SF,W vs Alexandrova,1.01,2.08,40.5,2.6,16.0%,72.0%,4.5%,81.8%,55.6%,40.0%
2024 Miami QF,W vs Garcia,1.03,1.99,47.3,2.2,4.0%,76.0%,8.3%,79.2%,50.0%,36.0%
2025 (3 matches),,0.89,0.77,69.6,2.7,3.3%,50.8%,2.7%,54.1%,42.0%,40.2%
2024 (24 matches),,1.00,1.10,53.5,2.7,5.0%,60.6%,5.4%,58.4%,44.4%,44.3%
2023 (10 matches),,1.01,0.88,49.7,2.4,4.1%,55.0%,3.7%,57.0%,37.4%,39.9%
2022 (17 matches),,1.04,1.15,59.4,2.7,5.0%,61.3%,5.8%,59.7%,42.4%,44.8%
2021 (14 matches),,1.01,1.12,59.9,2.6,7.6%,62.0%,5.7%,57.3%,47.8%,41.7%
Career (222 matches),,1.02,1.07,56.4,2.7,4.1%,57.0%,3.1%,56.5%,44.8%,45.4%
