Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Montreal R64,L vs Gauff,28,56,0.5,12.0%,23.9%,26,43,0.6,13.5%,22.4%,6.8%,6.8%,0.5,12.8%,23.5%
2025 Wimbledon R32,L vs Swiatek,10,30,0.3,9.7%,29.1%,8,27,0.3,8.4%,28.4%,4.2%,4.2%,0.9,13.6%,14.6%
2025 Australian Open R32,L vs Keys,12,13,0.9,10.0%,10.8%,9,10,0.9,8.5%,9.4%,4.7%,3.8%,1.4,17.5%,12.5%
2024 Guadalajara R16,L vs Gadecki,18,28,0.6,15.3%,23.7%,14,20,0.7,13.7%,19.6%,8.8%,4.9%,1.0,7.6%,7.6%
2024 US Open R128,L vs Dolehide,48,49,1.0,22.7%,23.2%,44,38,1.2,23.3%,20.1%,14.3%,9.0%,0.9,8.5%,9.0%
2024 Paris Olympics QF,L vs Swiatek,25,29,0.9,18.1%,21.0%,18,27,0.7,14.4%,21.6%,9.6%,4.8%,1.0,15.9%,15.2%
2024 Wimbledon R16,L vs Krejcikova,16,36,0.4,11.9%,26.7%,10,29,0.3,8.9%,25.9%,4.5%,4.5%,1.1,14.8%,14.1%
2024 Wimbledon R32,W vs Haddad Maia,22,23,1.0,17.1%,17.8%,19,15,1.3,17.6%,13.9%,10.2%,6.5%,0.9,13.2%,15.5%
2024 Wimbledon R64,W vs Galfi,22,29,0.8,16.4%,21.6%,19,19,1.0,17.3%,17.3%,4.5%,12.7%,0.6,10.4%,17.9%
2024 Wimbledon R128,W vs Tauson,37,26,1.4,23.7%,16.7%,31,21,1.5,23.7%,16.0%,9.2%,13.0%,1.0,16.7%,16.0%
2024 Roland Garros R64,L vs Danilovic,33,27,1.2,15.6%,12.7%,28,20,1.4,14.4%,10.3%,7.2%,7.2%,1.6,14.6%,9.0%
2024 Strasbourg F,L vs Keys,10,20,0.5,9.5%,19.0%,8,15,0.5,8.5%,16.0%,3.2%,5.3%,1.4,21.9%,15.2%
2024 Strasbourg R16,W vs Siniakova,17,10,1.7,18.9%,11.1%,16,8,2.0,19.3%,9.6%,7.2%,12.0%,0.5,11.1%,24.4%
2024 Rome SF,L vs Sabalenka,16,18,0.9,13.3%,15.0%,15,13,1.2,13.9%,12.0%,8.3%,4.6%,1.2,19.2%,15.8%
2024 Rome QF,W vs Azarenka,27,22,1.2,20.5%,16.7%,21,14,1.5,19.3%,12.8%,10.1%,9.2%,0.5,7.6%,14.4%
2024 Rome R64,W vs Blinkova,13,9,1.4,19.4%,13.4%,12,7,1.7,20.3%,11.9%,6.8%,13.6%,1.4,14.9%,10.4%
2024 Madrid R16,L vs Sabalenka,29,28,1.0,15.9%,15.4%,24,24,1.0,14.6%,14.6%,10.4%,4.3%,2.4,22.0%,9.3%
2024 Charleston F,W vs Kasatkina,38,28,1.4,33.3%,24.6%,36,25,1.4,35.0%,24.3%,18.4%,16.5%,0.6,7.9%,12.3%
2024 Charleston SF,W vs Sakkari,20,33,0.6,18.0%,29.7%,16,31,0.5,16.2%,31.3%,4.0%,10.1%,0.3,8.1%,27.9%
2024 Charleston R32,W vs Jabeur,21,49,0.4,11.9%,27.8%,21,44,0.5,12.5%,26.2%,3.6%,8.3%,0.7,13.6%,20.5%
Career (109 matches),,2818,3038,0.9,18.1%,19.5%,2479,2634,0.9,17.7%,18.8%,7.8%,6.8%,0.9,13.6%,15.0%
