Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Toronto R64,L vs Gauff,54.9%,56.5%,2.7%,0/3,2.61,3.4%,63.3%,57.9%,1.7%,2.66,6.0%,80.0%,54.2%,6.7%,2.54,0.0%
2025 Wimbledon R32,L vs Swiatek,60.4%,41.4%,4.2%,1/1,2.51,0.0%,57.1%,25.0%,7.1%,2.50,0.0%,68.4%,61.5%,0.0%,2.54,0.0%
2025 Australian Open R32,L vs Keys,52.3%,52.9%,6.2%,2/2,2.31,12.1%,55.8%,55.2%,1.9%,2.11,11.8%,55.6%,40.0%,33.3%,2.53,12.5%
2024 Guadalajara R16,L vs Gadecki,53.6%,50.0%,8.9%,3/2,2.17,18.4%,54.5%,50.0%,6.1%,2.00,22.7%,63.2%,50.0%,15.8%,2.41,12.5%
2024 US Open R128,L vs Dolehide,58.4%,61.0%,5.0%,3/2,2.64,24.3%,66.1%,58.5%,3.2%,2.52,31.1%,75.0%,66.7%,12.5%,2.83,13.8%
2024 Olympics QF,L vs Swiatek,67.6%,56.3%,7.0%,2/3,2.26,4.2%,57.1%,60.7%,4.1%,2.21,7.7%,95.2%,50.0%,14.3%,2.33,0.0%
2024 Wimbledon R16,L vs Krejcikova,56.7%,38.2%,6.7%,3/1,2.95,35.4%,55.0%,36.4%,7.5%,3.03,55.2%,80.0%,41.7%,6.7%,2.83,5.3%
2024 Roland Garros R64,L vs Danilovic,65.5%,55.6%,8.2%,6/3,2.16,6.9%,66.2%,55.6%,2.9%,2.15,10.3%,69.2%,55.6%,17.9%,2.18,3.0%
2024 Strasbourg F,L vs Keys,60.0%,51.9%,15.6%,6/1,2.67,2.3%,64.3%,50.0%,10.7%,2.72,3.2%,64.3%,55.6%,28.6%,2.57,0.0%
2024 Strasbourg R16,W vs Siniakova,73.2%,66.7%,2.4%,0/1,2.31,13.2%,72.7%,75.0%,0.0%,2.34,21.7%,82.4%,57.1%,5.9%,2.25,0.0%
2024 Rome SF,L vs Sabalenka,60.3%,48.6%,6.9%,3/1,2.36,9.1%,63.9%,39.1%,2.8%,2.34,16.0%,60.0%,66.7%,15.0%,2.38,0.0%
2024 Rome QF,W vs Azarenka,53.8%,68.6%,10.8%,5/2,2.41,2.5%,66.7%,60.7%,7.1%,2.45,4.5%,50.0%,100.0%,28.6%,2.36,0.0%
2024 Rome R64,W vs Blinkova,60.0%,66.7%,10.0%,2/1,2.49,4.0%,62.5%,60.0%,6.3%,2.76,7.7%,72.7%,75.0%,18.2%,2.20,0.0%
2024 Madrid R16,L vs Sabalenka,68.1%,50.0%,5.5%,4/1,2.83,13.1%,68.3%,46.3%,3.3%,2.88,26.7%,80.8%,57.1%,11.5%,2.77,0.0%
2024 Charleston F,W vs Kasatkina,71.8%,60.8%,1.4%,1/0,2.44,14.7%,73.8%,48.4%,0.0%,2.36,31.3%,83.3%,80.0%,4.2%,2.51,0.0%
2024 Charleston SF,W vs Sakkari,67.3%,54.1%,0.0%,0/0,2.47,0.0%,77.4%,58.3%,0.0%,2.37,0.0%,72.2%,46.2%,0.0%,2.55,0.0%
2024 Charleston R32,W vs Jabeur,72.0%,61.2%,2.2%,0/2,2.44,19.7%,73.6%,59.0%,0.0%,2.35,23.8%,73.7%,64.3%,5.3%,2.65,10.5%
2024 Miami F,W vs Rybakina,64.5%,57.5%,4.8%,2/1,2.70,3.2%,54.5%,55.6%,3.0%,2.58,5.6%,75.9%,59.1%,6.9%,2.88,0.0%
2024 Miami SF,W vs Alexandrova,61.5%,68.8%,5.8%,1/2,2.48,0.0%,59.4%,63.2%,6.3%,2.58,0.0%,76.5%,76.9%,5.9%,2.41,0.0%
2024 Miami QF,W vs Garcia,71.7%,60.5%,5.7%,1/2,2.25,3.2%,63.6%,61.9%,0.0%,2.18,5.6%,85.0%,58.8%,15.0%,2.35,0.0%
Last 52 Weeks (2 matches),,56.5%,51.6%,3.1%,20.0%,2.58,2.5%,61.4%,48.1%,3.4%,2.61,4.2%,75.5%,56.8%,4.1%,2.54,0.0%
Career (77 matches),,66.0%,56.9%,6.3%,48.4%,2.51,9.6%,67.6%,53.0%,3.6%,2.47,14.6%,74.7%,63.8%,12.7%,2.58,3.0%
