Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Humbert,108.1,113.4,7.4,119.9,109.5,125,95,95.0,4.7,98.4,94.0,110,90
2022 US Open R64,L vs Khachanov,109.4,117.3,8.7,119.9,115.3,130,78,95.0,5.5,97.7,94.0,107,78
2022 US Open R128,W vs Molcan,106.4,115.5,6.3,117.6,111.7,130,103,91.9,4.4,92.5,95.8,102,83
2021 US Open R128,L vs Evans,104.7,111.2,6.7,115.0,107.7,131,92,85.7,7.2,86.2,,103,68
2021 Wimbledon R128,L vs Auger Aliassime,109.0,116.2,6.5,120.1,111.4,130,103,96.0,6.1,98.0,95.5,106,83
2020 US Open R128,L vs Auger Aliassime,107.5,113.1,9.6,117.1,107.1,133,87,85.1,4.9,84.3,84.7,98,78
2019 Wimbledon R128,L vs Nishikori,111.3,117.2,6.8,122.0,112.2,129,98,97.1,4.7,98.4,99.7,106,89
2017 Roland Garros R64,L vs Monfils,105.8,114.8,6.8,116.5,111.9,127,101,91.8,5.5,88.0,89.3,103,84
2017 Australian Open R128,L vs Tsonga,104.1,114.2,9.6,114.5,108.5,130,93,90.0,5.0,93.3,85.9,103,79
Career (9 matches),,107.4,114.6,7.8,118.0,110.4,133,78,92.0,5.4,93.4,91.5,110,68
