Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,14,6,8,42.9%,13,8,5,61.5%,2017,2025,R64,14,0.92,9.6%,2.8%,65.9%,75.2%,54.5%,68.2%,29.4%,70.3%,34.4%
Roland Garros,10,Clay,20,10,10,50.0%,11,8,3,72.7%,2016,2025,R32,18,1.04,5.6%,3.1%,64.3%,70.9%,52.8%,64.5%,36.9%,56.5%,39.0%
Wimbledon,9,Grass,13,4,9,30.8%,11,7,4,63.6%,2016,2025,R64,11,0.82,6.6%,2.7%,63.4%,73.1%,54.1%,66.2%,27.8%,59.7%,32.7%
US Open,10,Hard,12,2,10,16.7%,11,3,8,27.3%,2016,2025,R64,11,0.89,7.0%,3.0%,65.5%,70.8%,54.7%,65.3%,30.8%,68.4%,40.3%
Olympics,2,,2,0,2,0.0%,0,0,0,-,2021,2024,R64,1,0.72,7.7%,3.8%,73.1%,65.8%,64.3%,65.4%,25.0%,50.0%,0.0%
Davis Cup,8,,26,13,13,50.0%,20,10,10,50.0%,2016,2024,,20,0.96,7.4%,2.3%,66.3%,71.7%,52.3%,65.2%,33.4%,62.5%,44.6%
Santiago,5,Clay,12,7,5,58.3%,5,3,2,60.0%,2020,2026,QF,12,1.07,8.2%,4.0%,62.4%,73.2%,52.6%,65.5%,36.9%,59.5%,33.0%
Rio de Janeiro,8,Clay,16,8,8,50.0%,12,6,6,50.0%,2015,2026,QF,16,0.94,5.4%,2.3%,66.0%,69.4%,49.3%,62.6%,35.3%,55.6%,38.4%
Buenos Aires,11,Clay,21,10,11,47.6%,7,3,4,42.9%,2015,2026,QF,21,1.05,5.2%,2.3%,65.6%,70.8%,51.5%,64.2%,37.8%,63.1%,40.6%
Kitzbuhel,6,Clay,12,5,7,41.7%,4,2,2,50.0%,2017,2025,R32,12,0.97,6.1%,4.0%,63.7%,71.2%,47.3%,62.5%,36.4%,63.7%,31.6%
Bastad,7,Clay,14,7,7,50.0%,1,0,1,0.0%,2017,2025,QF,14,1.06,5.2%,2.7%,63.5%,73.0%,50.2%,64.7%,37.4%,45.5%,35.1%
Geneva,3,Clay,4,1,3,25.0%,2,1,1,50.0%,2021,2025,R32,4,0.98,5.4%,3.1%,63.5%,69.2%,56.6%,64.6%,34.8%,68.8%,40.0%
