Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-1,0.0%,1,77.8%,0.0%,14.8%,3.3%,68.9%,73.8%,26.3%,59.0%,23.3%,41.3%,0.57,R32 (Rio de Janeiro)
2025,7,2,5,28.6%,11-14,44.0%,123-141,46.6%,5-3,62.5%,7,79.7%,11.7%,6.4%,3.6%,61.2%,72.7%,47.8%,63.1%,32.0%,47.9%,0.87,R16 (2x)
2024,27,13,14,48.1%,31-35,47.0%,329-333,49.7%,5-7,41.7%,27,84.6%,15.3%,7.6%,2.7%,65.4%,73.7%,55.4%,67.3%,32.0%,49.9%,0.98,QF (2x)
2023,26,9,17,34.6%,28-43,39.4%,344-387,47.1%,8-9,47.1%,24,80.8%,12.6%,7.9%,3.0%,60.8%,72.4%,52.3%,64.5%,31.4%,48.0%,0.88,QF (Santiago)
2022,36,15,21,41.7%,39-53,42.4%,452-481,48.4%,6-10,37.5%,34,82.2%,16.1%,8.1%,1.7%,66.3%,72.8%,54.4%,66.6%,32.6%,49.6%,0.98,QF (3x)
2021,29,13,16,44.8%,35-38,47.9%,364-366,49.9%,6-6,50.0%,28,81.2%,19.8%,7.2%,2.9%,67.1%,71.5%,50.8%,64.7%,36.0%,50.4%,1.02,SF (Great Ocean Road Open)
2020,18,8,10,44.4%,23-25,47.9%,256-252,50.4%,7-9,43.8%,18,83.9%,17.5%,8.0%,2.1%,69.4%,73.8%,53.2%,67.5%,34.1%,50.6%,1.05,QF (2x)
2019,16,5,11,31.3%,13-25,34.2%,169-192,46.8%,2-2,50.0%,14,73.2%,17.2%,5.6%,3.0%,64.0%,69.2%,47.6%,61.4%,34.9%,47.8%,0.90,R16 (2x)
2018,21,10,11,47.6%,25-27,48.1%,266-261,50.5%,6-7,46.2%,21,82.3%,18.5%,5.8%,2.7%,61.3%,73.0%,52.4%,65.0%,34.3%,50.2%,0.98,SF (Quito)
2017,37,13,24,35.1%,44-63,41.1%,495-566,46.7%,13-8,61.9%,37,75.5%,17.0%,5.7%,3.4%,65.0%,69.3%,49.6%,62.4%,33.7%,48.4%,0.90,QF (2x)
2016,13,6,7,46.2%,14-17,45.2%,146-159,47.9%,1-3,25.0%,13,77.5%,18.7%,3.8%,2.7%,65.9%,67.2%,51.2%,61.8%,32.8%,47.7%,0.86,QF (2x)
Career,231,94,137,40.7%,263-342,43.5%,2951-3151,48.4%,59-65,47.6%,224,80.3%,16.5%,6.9%,2.8%,64.9%,71.7%,51.7%,64.7%,33.4%,49.2%,0.94,
