Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),242,228,194,1581,188,1539,151,1570,174,1477,,,,
2025,197,304,212,1551,189,1524,167,1539,183,1462,,,,
2024,109,566,123,1668,148,1573,83,1674,129,1531,534,90,,
2023,122,539,95,1701,107,1625,74,1682,104,1566,,,,
2022,71,738,89,1722,103,1631,62,1707,89,1586,,,,
2021,89,805,103,1684,126,1596,87,1670,109,1558,,,,
2020,84,804,107,1661,126,1569,82,1655,,,,,,
2019,89,616,123,1653,149,1563,94,1636,124,1547,540,69,,
2018,120,475,205,1526,216,1463,171,1510,197,1430,340,103,,
2017,124,475,161,1595,202,1485,109,1605,147,1493,630,75,,
2016,82,674,116,1658,185,1507,87,1669,142,1509,611,84,,
2015,463,85,247,1464,,,215,1455,,,814,50,,
2014,470,79,298,1395,,,268,1381,,,913,35,,
2013,276,168,221,1505,299,1352,189,1496,,,452,127,,
2012,439,83,,,,,,,,,1137,16,,
2011,699,24,,,,,,,,,1317,10,,
2010,1119,4,,,,,,,,,,,,
2009,,,,,,,,,,,1391,5,,
2009,,,,,,,,,,,1391,5,,
