Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1972,,,59,1638,,,38,1664,56,1568,,,,
1971,,,40,1728,,,31,1726,39,1619,,,,
1970,,,42,1714,,,35,1715,43,1610,,,,
1969,,,34,1738,,,26,1740,32,1634,,,,
1968,,,33,1757,,,21,1762,33,1656,,,,
1966,,,30,1775,,,15,1794,32,1661,,,,
1965,,,27,1760,,,14,1785,32,1648,,,,
1963,,,30,1718,,,15,1790,31,1624,,,,
1961,,,16,1858,,,10,1873,18,1732,,,,
1960,,,7,1893,,,6,1884,11,1768,,,,
1959,,,11,1909,,,5,1912,14,1752,,,,
1958,,,5,1968,7,1736,3,1968,9,1792,,,,
1957,,,4,2007,5,1797,2,1998,5,1852,,,,
1956,,,9,1908,4,1756,6,1853,7,1816,,,,
1955,,,10,1862,10,1648,5,1852,9,1769,,,,
1954,,,13,1820,,,6,1742,9,1770,,,,
1953,,,26,1703,,,28,1599,14,1688,,,,
1952,,,45,1453,,,44,1388,47,1369,,,,
