Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,23,18,5,78.3%,36-15,70.6%,263-179,59.5%,0-0,-,0,,,,,,,,,,,
Clay,419,336,83,80.2%,701-212,76.8%,4996-2936,63.0%,1-1,50.0%,0,,,,,,,,,,,
Grass,249,166,83,66.7%,350-191,64.7%,2755-2075,57.0%,0-0,-,0,,,,,,,,,,,
Carpet,40,26,14,65.0%,55-31,64.0%,448-345,56.5%,0-0,-,0,,,,,,,,,,,
Grand Slams,81,54,27,66.7%,117-64,64.6%,890-717,55.4%,0-0,-,0,,,,,,,,,,,
Finals,115,73,42,63.5%,163-108,60.1%,1360-1133,54.6%,0-0,-,0,,,,,,,,,,,
Semi-finals,137,97,40,70.8%,206-97,68.0%,1603-1193,57.3%,1-0,100.0%,0,,,,,,,,,,,
Quarter-finals,164,126,38,76.8%,263-103,71.9%,1942-1298,59.9%,0-0,-,0,,,,,,,,,,,
vs Righties,228,122,106,53.5%,279-246,53.1%,2534-2422,51.1%,0-0,-,0,,,,,,,,,,,
vs Lefties,31,15,16,48.4%,32-35,47.8%,288-288,50.0%,0-0,-,0,,,,,,,,,,,
