Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Roland Garros,6,Clay,23,18,5,78.3%,0,0,0,-,1954,1959,W,0,,,,,,,,,,
Wimbledon,18,Grass,43,25,18,58.1%,0,0,0,-,1952,1974,QF,0,,,,,,,,,,
US National Championships,4,Grass,15,11,4,73.3%,0,0,0,-,1955,1959,SF,0,,,,,,,,,,
Wightman Cup,4,Grass,7,1,6,14.3%,0,0,0,-,1955,1958,W,0,,,,,,,,,,
Sutton,15,Clay,59,47,12,79.7%,1,0,1,0.0%,1952,1973,W,0,,,,,,,,,,
Bournemouth,14,Clay,42,30,12,71.4%,0,0,0,-,1953,1974,W,0,,,,,,,,,,
Beckenham,14,Grass,23,9,14,39.1%,0,0,0,-,1952,1974,SF,0,,,,,,,,,,
Surbiton,11,Grass,29,19,10,65.5%,0,0,0,-,1952,1971,F,0,,,,,,,,,,
Hampstead,10,Clay,42,33,9,78.6%,0,0,0,-,1959,1973,W,0,,,,,,,,,,
Guildford,8,Clay,32,25,7,78.1%,0,0,0,-,1963,1972,F,0,,,,,,,,,,
