Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,13,10,3,76.9%,22-7,75.9%,154-70,68.8%,0-0,-,13,75.2%,62.6%,1.9%,4.1%,67.9%,66.5%,48.0%,60.5%,55.4%,57.8%,1.40,W (W35 Buenos Aires)
2025,59,36,23,61.0%,80-53,60.2%,669-557,54.6%,8-8,50.0%,55,62.3%,46.8%,1.1%,4.5%,67.8%,59.9%,46.5%,55.6%,48.8%,52.1%,1.10,W (W35 Buenos Aires)
2024,66,40,26,60.6%,90-60,60.0%,738-618,54.4%,4-8,33.3%,4,42.1%,36.1%,2.0%,6.3%,62.4%,54.1%,35.4%,47.1%,44.4%,45.8%,0.84,W (W15 Sao Joao da Boa Vista)
2023,38,19,19,50.0%,43-44,49.4%,383-407,48.5%,5-2,71.4%,6,43.3%,21.0%,0.5%,4.9%,63.8%,51.7%,40.3%,47.6%,38.2%,42.9%,0.73,W (W25 Platja D'Aro)
2022,42,24,18,57.1%,52-43,54.7%,459-417,52.4%,6-3,66.7%,2,28.6%,12.5%,2.0%,4.0%,67.7%,52.2%,21.9%,42.4%,36.9%,39.5%,0.64,F (2x)
2021,67,39,28,58.2%,87-68,56.1%,746-647,53.6%,7-6,53.8%,3,55.6%,41.4%,0.6%,6.7%,63.4%,54.8%,48.3%,52.4%,45.7%,49.0%,0.96,F (W25 Buenos Aires)
2020,31,21,10,67.7%,47-22,68.1%,353-271,56.6%,4-2,66.7%,0,,,,,,,,,,,,W (2x)
2019,43,20,23,46.5%,44-54,44.9%,464-467,49.8%,3-7,30.0%,0,,,,,,,,,,,,W (W15 Sao Paulo)
2018,40,21,19,52.5%,48-40,54.5%,407-389,51.1%,6-3,66.7%,0,,,,,,,,,,,,F (Santa Margherita Di Pula $25K)
2017,55,35,20,63.6%,74-50,59.7%,603-530,53.2%,5-5,50.0%,0,,,,,,,,,,,,F (2x)
2016,70,45,25,64.3%,95-57,62.5%,734-570,56.3%,5-3,62.5%,0,,,,,,,,,,,,W (2x)
2015,25,11,14,44.0%,23-30,43.4%,232-253,47.8%,3-4,42.9%,0,,,,,,,,,,,,SF (Sao Jose do Rio Preto $10K)
2014,32,15,17,46.9%,34-38,47.2%,312-317,49.6%,2-2,50.0%,0,,,,,,,,,,,,SF (Villa Maria 10K)
2013,13,6,7,46.2%,14-16,46.7%,135-139,49.3%,2-2,50.0%,0,,,,,,,,,,,,F (Sao Jose Do Rio Preto 10K)
2012,4,1,3,25.0%,4-6,40.0%,44-54,44.9%,1-1,50.0%,0,,,,,,,,,,,,R16 (Sao Paulo 10K)
2011,2,1,1,50.0%,2-2,50.0%,16-14,53.3%,0-0,-,0,,,,,,,,,,,,R16 (Santos 10K)
Career,600,344,256,57.3%,759-590,56.3%,6449-5720,53.0%,61-56,52.1%,83,60.8%,45.7%,1.2%,4.6%,67.1%,59.6%,45.1%,54.8%,48.4%,51.5%,1.07,
