Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,2,0,2,0.0%,0,0,0,-,2022,2023,Q1,2,0.63,1.5%,5.1%,65.0%,59.6%,45.8%,54.7%,28.6%,58.8%,14.3%
Roland Garros,2,Clay,4,2,2,50.0%,2,0,2,0.0%,2022,2023,Q2,4,0.96,2.2%,4.8%,76.2%,56.7%,40.0%,52.7%,45.2%,45.5%,39.5%
Wimbledon,2,Grass,2,0,2,0.0%,0,0,0,-,2022,2023,Q1,2,0.59,0.0%,5.7%,65.7%,58.0%,36.1%,50.5%,29.0%,40.0%,28.6%
US Open,1,Hard,2,1,1,50.0%,2,1,1,50.0%,2022,2022,Q2,2,0.89,3.1%,6.8%,65.8%,52.8%,49.1%,51.6%,43.2%,45.0%,44.4%
Fed Cup,1,,5,4,1,80.0%,0,0,0,-,2019,2019,,5,1.09,1.5%,3.6%,71.7%,60.5%,48.9%,57.2%,46.8%,64.9%,50.0%
Buenos Aires 125,3,Clay,3,0,3,0.0%,1,0,1,0.0%,2023,2025,R32,3,0.61,0.0%,4.5%,60.8%,49.5%,37.7%,44.9%,33.8%,53.3%,20.0%
Colina 125,3,Clay,4,1,3,25.0%,0,0,0,-,2023,2025,R16,4,0.81,1.4%,5.0%,67.1%,57.7%,35.6%,50.5%,40.3%,52.8%,34.5%
Florianopolis 125,3,Clay,4,1,3,25.0%,1,0,1,0.0%,2023,2025,R16,4,0.85,0.8%,9.4%,62.4%,47.1%,32.6%,41.6%,49.4%,44.7%,58.6%
Rabat,2,Clay,4,1,3,25.0%,0,0,0,-,2019,2025,R32,4,0.83,0.7%,2.3%,70.8%,50.2%,40.2%,47.3%,43.7%,45.5%,40.0%
Bogota,3,Clay,8,5,3,62.5%,2,2,0,100.0%,2022,2025,R16,8,1.06,1.9%,7.5%,55.4%,64.5%,43.3%,55.0%,47.8%,61.4%,38.5%
Cali 125,2,Clay,6,4,2,66.7%,2,2,0,100.0%,2023,2024,R16,6,1.07,2.1%,5.9%,60.8%,63.1%,50.0%,58.0%,44.9%,46.3%,57.5%
