Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,101,61,40,60.4%,129-92,58.4%,1074-950,53.1%,2-2,50.0%,0,,,,,,,,,,,
Clay,107,56,51,52.3%,125-120,51.0%,1099-1121,49.5%,2-2,50.0%,0,,,,,,,,,,,
Grass,293,200,93,68.3%,428-239,64.2%,3456-2757,55.6%,2-5,28.6%,0,,,,,,,,,,,
Carpet,50,18,32,36.0%,43-66,39.4%,429-516,45.4%,2-2,50.0%,0,,,,,,,,,,,
Grand Slams,48,25,23,52.1%,55-51,51.9%,476-485,49.5%,0-0,-,0,,,,,,,,,,,
Finals,40,14,26,35.0%,33-58,36.3%,398-476,45.5%,0-1,0.0%,0,,,,,,,,,,,
Semi-finals,58,36,22,62.1%,83-58,58.9%,714-657,52.1%,1-1,50.0%,0,,,,,,,,,,,
Quarter-finals,102,54,48,52.9%,115-113,50.4%,1088-1051,50.9%,1-3,25.0%,0,,,,,,,,,,,
vs Righties,252,115,137,45.6%,265-312,45.9%,2526-2811,47.3%,6-9,40.0%,0,,,,,,,,,,,
vs Lefties,32,16,16,50.0%,38-37,50.7%,352-363,49.2%,0-0,-,0,,,,,,,,,,,
