Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
16,Margaret Court [AUS],1,15,6.3%,3,1,2,33.3%,1968,1972,0,,,,,,,,,,
12,Evonne Goolagong [AUS],2,10,16.7%,1,1,0,100.0%,1970,1975,0,,,,,,,,,,
10,Virginia Wade [GBR],2,8,20.0%,1,0,1,0.0%,1970,1974,0,,,,,,,,,,
9,Billie Jean King [USA],0,9,0.0%,0,0,0,-,1964,1972,0,,,,,,,,,,
9,Kerry Reid [AUS],4,5,44.4%,1,0,1,0.0%,1966,1972,0,,,,,,,,,,
9,Mary Ann Eisel [USA],1,8,11.1%,0,0,0,-,1967,1970,0,,,,,,,,,,
8,Winnie Shaw [GBR],4,4,50.0%,0,0,0,-,1966,1970,0,,,,,,,,,,
7,Nell Truman [GBR],6,1,85.7%,0,0,0,-,1967,1972,0,,,,,,,,,,
7,Tory Ann Fretz [USA],4,3,57.1%,0,0,0,-,1963,1971,0,,,,,,,,,,
6,Corinne Molesworth [GBR],2,4,33.3%,1,0,1,0.0%,1968,1976,0,,,,,,,,,,
6,Joyce Williams [GBR],3,3,50.0%,0,0,0,-,1969,1972,0,,,,,,,,,,
5,Lesley Charles [GBR],3,2,60.0%,0,0,0,-,1972,1979,0,,,,,,,,,,
5,Lesley Hunt [AUS],2,3,40.0%,0,0,0,-,1969,1976,0,,,,,,,,,,
5,Veronica Burton [GBR],4,1,80.0%,1,1,0,100.0%,1973,1975,0,,,,,,,,,,
5,Sharon Walsh Pete [USA],3,2,60.0%,0,0,0,-,1970,1973,0,,,,,,,,,,
