Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1979,2,1,1,50.0%,2-2,50.0%,17-17,50.0%,0-0,-,0,,,,,,,,,,,,R16 (Surbiton)
1978,1,0,1,0.0%,0-2,0.0%,5-13,27.8%,0-0,-,0,,,,,,,,,,,,R128 (Surbiton)
1977,4,2,2,50.0%,5-5,50.0%,52-50,51.0%,0-0,-,0,,,,,,,,,,,,R16 (Surbiton)
1976,8,3,5,37.5%,7-11,38.9%,76-93,45.0%,0-0,-,0,,,,,,,,,,,,R16 (3x)
1975,41,23,18,56.1%,48-41,53.9%,397-383,50.9%,1-1,50.0%,0,,,,,,,,,,,,F (2x)
1974,46,27,19,58.7%,62-41,60.2%,497-421,54.1%,1-1,50.0%,0,,,,,,,,,,,,F (Hoylake)
1973,55,30,25,54.5%,67-55,54.9%,557-547,50.5%,2-2,50.0%,0,,,,,,,,,,,,W (West Kirby)
1972,43,25,18,58.1%,57-39,59.4%,453-391,53.7%,0-1,0.0%,0,,,,,,,,,,,,W (Manchester)
1971,73,44,29,60.3%,96-70,57.8%,816-714,53.3%,3-4,42.9%,0,,,,,,,,,,,,W (Manchester)
1970,88,58,30,65.9%,121-80,60.2%,1005-867,53.7%,1-2,33.3%,0,,,,,,,,,,,,W (2x)
1969,69,44,25,63.8%,96-67,58.9%,836-728,53.5%,0-0,-,0,,,,,,,,,,,,W (Orange)
1968,49,32,17,65.3%,69-44,61.1%,563-483,53.8%,0-0,-,0,,,,,,,,,,,,W (2x)
1967,38,27,11,71.1%,60-27,69.0%,490-356,57.9%,0-0,-,0,,,,,,,,,,,,W (2x)
1966,21,14,7,66.7%,26-18,59.1%,226-194,53.8%,0-0,-,0,,,,,,,,,,,,W (La Jolla)
1965,15,12,3,80.0%,25-7,78.1%,177-90,66.3%,0-0,-,0,,,,,,,,,,,,W (2x)
1964,10,5,5,50.0%,9-13,40.9%,98-109,47.3%,0-0,-,0,,,,,,,,,,,,W (San Diego Metro)
1963,4,2,2,50.0%,4-4,50.0%,36-34,51.4%,0-0,-,0,,,,,,,,,,,,SF (2x)
1962,3,1,2,33.3%,2-2,50.0%,14-15,48.3%,0-0,-,0,,,,,,,,,,,,SF (Arcadia)
1961,1,0,1,0.0%,0-2,0.0%,1-12,7.7%,0-0,-,0,,,,,,,,,,,,R16 (San Diego)
Career,571,350,221,61.3%,756-530,58.8%,6316-5517,53.4%,8-11,42.1%,0,,,,,,,,,,,,
