Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,0,,,,,,,,,,,,R32 (W100 Tokyo)
2023,23,11,12,47.8%,28-26,51.9%,263-227,53.7%,1-2,33.3%,1,50.0%,41.7%,1.2%,2.4%,62.4%,50.9%,50.0%,50.6%,43.0%,46.8%,0.87,SF (W25 Nakhon Si Thammarat)
2022,43,29,14,67.4%,62-33,65.3%,494-358,58.0%,5-6,45.5%,0,,,,,,,,,,,,W (2x)
2021,13,9,4,69.2%,20-7,74.1%,154-95,61.8%,1-2,33.3%,0,,,,,,,,,,,,W (W15 Monastir)
2019,6,1,5,16.7%,5-9,35.7%,62-68,47.7%,0-0,-,0,,,,,,,,,,,,R16 (W80 Gifu)
2018,45,35,10,77.8%,73-25,74.5%,538-366,59.5%,2-5,28.6%,10,73.0%,45.3%,2.7%,5.2%,64.0%,68.3%,48.5%,61.2%,47.6%,54.2%,1.23,W (4x)
2017,39,30,9,76.9%,64-23,73.6%,488-332,59.5%,8-7,53.3%,6,68.5%,35.1%,1.0%,7.0%,61.8%,64.3%,46.3%,57.4%,43.1%,50.3%,1.01,W (2x)
2016,28,17,11,60.7%,35-25,58.3%,308-252,55.0%,0-6,0.0%,4,51.5%,45.5%,2.0%,9.5%,53.7%,60.2%,43.0%,52.2%,47.6%,49.8%,1.00,F (Wuhan $50K)
2015,28,16,12,57.1%,34-29,54.0%,299-275,52.1%,1-2,33.3%,0,,,,,,,,,,,,W (Xuzhou $50K)
2014,17,11,6,64.7%,23-14,62.2%,180-140,56.3%,0-0,-,7,-,-,3.5%,7.4%,61.3%,59.1%,46.1%,54.1%,47.5%,51.0%,1.03,F (Wuhan 50K)
2013,22,17,5,77.3%,36-14,72.0%,270-178,60.3%,2-2,50.0%,0,,,,,,,,,,,,W (2x)
2012,38,25,13,65.8%,59-28,67.8%,449-337,57.1%,2-4,33.3%,0,,,,,,,,,,,,W (2x)
2011,61,50,11,82.0%,102-31,76.7%,722-429,62.7%,4-2,66.7%,0,,,,,,,,,,,,W (5x)
2010,33,24,9,72.7%,54-22,71.1%,398-278,58.9%,3-2,60.0%,0,,,,,,,,,,,,W (Pattaya 10K)
Career,397,275,122,69.3%,595-288,67.4%,4634-3348,58.1%,29-41,41.4%,28,67.2%,41.8%,2.3%,6.5%,61.6%,63.6%,46.7%,57.1%,46.2%,51.7%,1.08,
