Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,67,32,35,47.8%,75-82,47.8%,707-737,49.0%,10-5,66.7%,53,58.7%,34.5%,2.8%,7.1%,59.7%,61.8%,45.7%,55.3%,42.9%,49.2%,0.96
Clay,5,0,5,0.0%,1-10,9.1%,28-64,30.4%,0-0,-,5,42.4%,11.4%,1.0%,8.1%,59.7%,52.3%,41.2%,47.8%,37.0%,42.5%,0.71
Grass,4,1,3,25.0%,2-7,22.2%,34-47,42.0%,0-0,-,4,65.0%,19.5%,1.2%,5.9%,64.8%,61.4%,44.4%,55.5%,38.9%,46.8%,0.87
Grand Slams,17,5,12,29.4%,14-26,35.0%,155-208,42.7%,2-0,100.0%,17,58.2%,25.0%,2.5%,8.2%,57.8%,61.1%,44.8%,54.2%,40.9%,47.4%,0.89
Internationals,41,16,25,39.0%,37-56,39.8%,397-461,46.3%,5-4,55.6%,39,57.3%,30.3%,2.7%,6.7%,60.2%,61.5%,46.0%,55.3%,42.2%,48.9%,0.95
Semi-finals,2,0,2,0.0%,1-4,20.0%,17-28,37.8%,0-0,-,2,53.8%,25.0%,5.1%,5.1%,64.0%,58.6%,40.8%,52.2%,37.7%,45.1%,0.79
Quarter-finals,4,2,2,50.0%,4-4,50.0%,37-37,50.0%,1-0,100.0%,4,66.7%,38.9%,2.3%,7.2%,59.3%,62.2%,52.3%,58.2%,42.9%,50.5%,1.03
vs Righties,69,27,42,39.1%,66-94,41.3%,685-792,46.4%,10-5,66.7%,56,56.7%,29.3%,2.5%,7.1%,60.3%,60.8%,44.6%,54.4%,41.7%,48.1%,0.91
vs Lefties,6,5,1,83.3%,10-5,66.7%,72-51,58.5%,0-0,-,6,69.0%,47.5%,3.3%,7.4%,56.6%,65.2%,52.8%,59.8%,47.9%,53.7%,1.19
vs Top 10,3,1,2,33.3%,3-5,37.5%,27-39,40.9%,0-0,-,3,47.6%,20.0%,4.8%,7.7%,52.7%,63.3%,43.9%,54.1%,41.1%,47.5%,0.90
