Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2019 Wimbledon R128,L vs Keys,22.2%,29.6%,40.5%,25.0%,36.1%,48.1%,55.0%,43.8%,0.0%,23.1%,23.1%,20.0%,33.3%,20.0%,100.0%,73
2018 Taipei 125K F,W vs Lisicki,47.5%,60.0%,70.0%,39.3%,57.1%,76.5%,57.1%,28.6%,-,72.7%,72.7%,33.3%,25.0%,42.9%,-,-3
2018 Mumbai F,W vs Khromacheva,18.8%,40.6%,58.5%,29.4%,58.8%,58.3%,94.1%,11.8%,0.0%,10.5%,31.6%,58.8%,75.0%,18.2%,50.0%,-14
2018 Mumbai SF,W vs Gasparyan,20.0%,33.3%,53.1%,32.1%,53.6%,57.9%,50.0%,31.3%,100.0%,0.0%,0.0%,46.2%,16.7%,42.9%,100.0%,-119
2018 Hong Kong QF,L vs Muguruza,10.4%,18.2%,48.4%,15.4%,23.1%,40.9%,52.4%,38.7%,25.0%,0.0%,10.0%,65.0%,7.1%,33.3%,0.0%,-119
2018 Seoul R32,L vs Bertens,17.9%,23.1%,47.4%,20.5%,27.3%,45.7%,42.1%,28.0%,0.0%,18.5%,22.2%,50.0%,36.4%,37.5%,50.0%,51
2018 ITF Kashiwa F,W vs Andreescu,22.4%,31.8%,55.7%,22.0%,32.2%,58.7%,40.0%,35.3%,0.0%,28.6%,38.1%,46.7%,16.7%,46.7%,50.0%,128
2014 Taipei QF,L vs Diatchenko,22.2%,27.0%,28.9%,21.4%,28.6%,33.3%,62.5%,27.8%,28.6%,29.4%,29.4%,16.7%,14.3%,30.0%,25.0%,126
Career (8 matches),,21.1%,31.0%,49.0%,24.1%,36.8%,50.2%,55.9%,31.6%,20.0%,20.6%,27.0%,46.4%,27.1%,34.1%,50.0%,73
