Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,20,13,7,65.0%,4,3,1,75.0%,2013,2019,R32,16,1.07,3.1%,7.2%,58.4%,64.7%,49.1%,58.2%,44.7%,51.7%,51.9%
Roland Garros,5,Clay,6,1,5,16.7%,2,0,2,0.0%,2013,2019,R128,5,0.83,1.6%,8.9%,58.4%,54.9%,37.4%,47.6%,43.2%,46.2%,32.6%
Wimbledon,6,Grass,13,7,6,53.8%,4,3,1,75.0%,2013,2019,R64,4,0.87,1.2%,5.9%,64.8%,61.4%,44.4%,55.5%,38.9%,44.0%,32.0%
US Open,4,Hard,5,1,4,20.0%,0,0,0,-,2013,2016,Q2,2,0.97,2.0%,5.9%,54.9%,64.3%,42.0%,54.2%,44.2%,76.0%,50.0%
Fed Cup,6,,16,10,6,62.5%,4,3,1,75.0%,2013,2018,,6,0.98,1.7%,7.0%,64.1%,59.7%,42.4%,53.5%,45.8%,43.1%,58.5%
Seoul,4,Hard,12,8,4,66.7%,3,1,2,33.3%,2016,2023,SF,12,1.19,2.9%,6.8%,56.9%,63.9%,50.7%,58.2%,49.6%,59.1%,52.3%
Hua Hin,4,Hard,8,4,4,50.0%,2,1,1,50.0%,2015,2023,QF,5,0.95,1.7%,9.3%,60.9%,60.8%,42.5%,53.6%,44.0%,47.5%,53.3%
Strasbourg,3,Clay,4,0,4,0.0%,1,0,1,0.0%,2014,2019,R32,4,0.69,2.9%,5.4%,64.4%,59.1%,48.2%,55.2%,30.8%,48.3%,26.7%
Shenzhen,3,Hard,5,2,3,40.0%,0,0,0,-,2013,2018,R32,3,0.92,1.0%,8.2%,53.8%,57.1%,44.4%,51.3%,44.7%,55.6%,47.4%
Taipei,6,Hard,19,14,5,73.7%,4,2,2,50.0%,2012,2018,W,13,1.11,2.5%,5.6%,63.2%,65.2%,47.6%,58.8%,45.8%,58.2%,46.2%
Hong Kong,5,Hard,10,5,5,50.0%,3,2,1,66.7%,2014,2018,QF,9,0.95,2.1%,6.3%,59.2%,64.2%,49.8%,58.3%,39.4%,45.1%,48.1%
