Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),53,955,66,1768,62,1723,61,1720,48,1670,,,,
2025,62,861,56,1781,57,1739,53,1726,48,1676,,,,
2024,120,506,76,1746,74,1704,56,1717,,,1531,11,,
2022,77,653,66,1753,64,1711,70,1691,56,1663,,,,
2021,117,633,71,1742,85,1658,59,1709,39,1698,,,,
2020,107,680,114,1643,103,1599,113,1586,,,792,40,,
2019,101,575,125,1651,113,1622,132,1568,92,1612,559,65,,
2018,177,293,162,1590,143,1569,178,1501,131,1511,470,44,,
2017,197,260,194,1545,190,1493,213,1467,130,1520,394,137,,
2016,279,181,227,1503,304,1337,191,1494,,,381,163,,
2015,275,188,199,1536,280,1378,162,1529,,,416,153,,
2014,436,92,,,,,,,,,653,71,,
2013,1287,4,,,,,,,,,1266,15,,
