Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,14,8,6,57.1%,6,4,2,66.7%,2018,2026,R64,14,0.98,6.6%,2.8%,62.7%,69.8%,49.9%,62.4%,36.9%,60.4%,41.8%
Roland Garros,6,Clay,7,1,6,14.3%,4,0,4,0.0%,2018,2025,R64,6,0.89,6.6%,1.7%,59.0%,63.7%,48.9%,57.6%,37.6%,51.6%,31.8%
Wimbledon,5,Grass,14,9,5,64.3%,7,4,3,57.1%,2018,2025,R16,12,1.13,7.3%,1.9%,64.3%,71.9%,57.3%,66.7%,37.6%,58.9%,39.3%
US Open,7,Hard,20,12,8,60.0%,12,5,7,41.7%,2018,2025,R32,19,1.00,8.2%,3.5%,59.4%,71.6%,51.3%,63.4%,36.8%,59.3%,38.9%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2021,2021,R64,0,,,,,,,,,,
Davis Cup,8,,17,10,7,58.8%,3,2,1,66.7%,2015,2025,,9,1.14,4.5%,2.3%,63.1%,68.8%,53.8%,63.2%,41.9%,64.5%,45.9%
Miami Masters,4,Hard,7,3,4,42.9%,3,1,2,33.3%,2019,2026,R32,7,0.96,7.9%,2.1%,61.4%,71.9%,48.1%,62.7%,35.8%,62.5%,40.9%
Indian Wells Masters,4,Hard,7,4,3,57.1%,1,1,0,100.0%,2019,2026,R64,7,1.07,5.8%,2.3%,60.5%,68.8%,46.1%,59.8%,42.8%,55.8%,45.3%
Stockholm,2,Hard,4,2,2,50.0%,1,0,1,0.0%,2024,2025,R16,4,1.19,4.2%,1.9%,61.0%,72.8%,52.5%,64.9%,41.7%,80.8%,35.1%
Winston-Salem,2,Hard,4,2,2,50.0%,3,3,0,100.0%,2022,2025,R16,4,1.03,10.8%,2.5%,57.7%,78.3%,52.5%,67.4%,33.4%,64.7%,38.9%
Rome Masters,3,Clay,6,3,3,50.0%,3,1,2,33.3%,2021,2025,R64,6,1.00,6.1%,2.3%,60.5%,66.4%,56.8%,62.6%,37.6%,70.3%,52.2%
Marrakech,2,Clay,7,5,2,71.4%,2,1,1,50.0%,2022,2025,SF,7,1.25,6.1%,2.4%,61.5%,73.1%,57.1%,67.0%,41.4%,63.2%,37.5%
