Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Brisbane QF,L vs Medvedev,27.8%,32.2%,41.5%,32.0%,30.9%,38.2%,44.7%,37.8%,57.1%,44.4%,50.0%,22.9%,22.9%,37.0%,-79
2025 Wimbledon R32,W vs Rinderknech,25.2%,39.5%,58.0%,33.7%,31.3%,47.5%,54.5%,43.9%,38.2%,52.2%,50.0%,13.2%,23.7%,63.6%,-40
2025 Wimbledon R64,W vs Quinn,28.7%,33.8%,56.1%,33.8%,41.2%,45.1%,46.7%,49.0%,50.0%,56.5%,50.0%,6.9%,13.8%,66.7%,-79
2025 Wimbledon R128,W vs Berrettini,29.9%,40.3%,57.1%,35.8%,36.0%,49.3%,58.3%,46.7%,45.5%,54.8%,100.0%,23.2%,30.4%,55.8%,-2
2025 Marrakech SF,L vs Griekspoor,26.8%,38.0%,54.9%,33.4%,31.0%,47.6%,69.0%,42.1%,30.0%,54.5%,0.0%,21.4%,25.0%,36.4%,-27
2019 Antwerp R32,L vs Sinner,22.0%,27.1%,43.2%,25.8%,30.3%,36.4%,43.5%,37.0%,62.5%,64.7%,60.0%,12.5%,16.7%,42.9%,9
2019 US Open R64,W vs Cuevas,33.3%,42.6%,55.7%,37.4%,38.8%,47.5%,51.0%,45.4%,55.6%,43.2%,60.0%,28.6%,40.5%,63.3%,137
2019 Ostrava CH F,W vs Sinner,16.0%,22.0%,55.0%,20.2%,17.9%,28.6%,65.2%,25.4%,43.8%,50.0%,100.0%,15.0%,15.0%,41.2%,32
2018 Seoul CH R16,L vs Mcdonald,18.6%,20.3%,41.9%,20.5%,22.9%,25.7%,44.4%,26.0%,60.0%,60.0%,33.3%,15.8%,15.8%,37.5%,19
Career (9 matches),,26.8%,35.1%,52.5%,32.0%,32.8%,43.0%,53.1%,41.4%,48.7%,52.2%,56.0%,18.9%,24.7%,51.7%,23
