Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,25,13,12,52.0%,36-31,53.7%,348-336,50.9%,11-8,57.9%,25,81.0%,20.2%,8.0%,2.1%,63.6%,71.7%,49.1%,63.5%,36.5%,50.2%,1.00
Clay,10,4,6,40.0%,10-12,45.5%,109-111,49.5%,1-2,33.3%,9,77.1%,22.2%,6.3%,2.8%,61.1%,72.1%,50.6%,63.7%,37.4%,50.1%,1.03
Grass,4,3,1,75.0%,9-5,64.3%,74-63,54.0%,2-0,100.0%,4,82.6%,22.7%,5.9%,0.9%,63.4%,70.1%,58.7%,66.0%,36.4%,51.6%,1.07
Grand Slams,10,6,4,60.0%,18-15,54.5%,175-168,51.0%,5-4,55.6%,10,76.3%,24.3%,6.1%,1.8%,63.3%,66.3%,52.6%,61.3%,38.5%,50.2%,0.99
Masters,9,5,4,55.6%,12-11,52.2%,107-104,50.7%,0-1,0.0%,9,77.1%,24.8%,8.8%,1.9%,64.8%,70.9%,47.3%,62.6%,36.7%,49.9%,0.98
Other Tours,20,9,11,45.0%,25-22,53.2%,249-238,51.1%,9-5,64.3%,19,84.7%,16.9%,7.9%,2.4%,62.1%,76.2%,50.5%,66.5%,35.4%,50.6%,1.06
Best of 5,10,6,4,60.0%,18-15,54.5%,175-168,51.0%,5-4,55.6%,10,76.3%,24.3%,6.1%,1.8%,63.3%,66.3%,52.6%,61.3%,38.5%,50.2%,0.99
Best of 3,29,14,15,48.3%,37-33,52.9%,356-342,51.0%,9-6,60.0%,28,82.4%,19.3%,8.1%,2.2%,62.9%,74.5%,49.6%,65.3%,35.8%,50.4%,1.03
Semi-finals,1,0,1,0.0%,0-2,0.0%,11-14,44.0%,0-1,0.0%,1,83.3%,8.3%,7.0%,1.4%,59.2%,78.6%,48.3%,66.2%,28.0%,46.6%,0.83
Quarter-finals,2,1,1,50.0%,3-2,60.0%,25-27,48.1%,1-0,100.0%,2,76.0%,19.2%,5.1%,0.0%,64.6%,67.6%,50.0%,61.4%,39.5%,49.9%,1.02
vs Righties,35,18,17,51.4%,50-44,53.2%,484-469,50.8%,13-9,59.1%,35,79.8%,20.9%,7.1%,2.1%,62.7%,71.3%,50.3%,63.4%,36.6%,50.2%,1.00
vs Lefties,4,2,2,50.0%,5-4,55.6%,47-41,53.4%,1-1,50.0%,3,86.0%,20.9%,10.9%,1.9%,67.7%,75.3%,55.4%,68.9%,38.0%,52.5%,1.22
vs Top 10,4,1,3,25.0%,5-8,38.5%,59-76,43.7%,2-2,50.0%,4,75.8%,10.8%,7.3%,2.2%,63.7%,68.8%,46.4%,60.7%,32.3%,47.9%,0.82
