Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,13,6,7,46.2%,17-18,48.6%,172-182,48.6%,7-3,70.0%,12,78.2%,18.4%,6.6%,1.9%,65.3%,70.5%,48.5%,62.8%,35.6%,49.3%,0.96,QF (Brisbane)
2025,28,15,13,53.6%,40-33,54.8%,383-355,51.9%,8-7,53.3%,27,81.0%,21.3%,7.7%,2.2%,62.3%,72.1%,51.4%,64.3%,37.0%,50.7%,1.04,SF (Marrakech)
2024,2,1,1,50.0%,2-2,50.0%,23-16,59.0%,0-1,0.0%,1,100.0%,71.4%,2.3%,2.3%,65.9%,75.9%,60.0%,70.5%,63.6%,67.5%,2.15,
2022,31,17,14,54.8%,43-34,55.8%,390-345,53.1%,6-8,42.9%,29,81.1%,21.5%,6.8%,2.5%,61.1%,71.9%,52.0%,64.1%,36.5%,50.6%,1.02,SF (Pune)
2021,13,5,8,38.5%,14-20,41.2%,146-165,46.9%,1-1,50.0%,11,74.8%,15.7%,6.6%,2.4%,62.4%,68.3%,47.5%,60.5%,35.3%,48.1%,0.89,QF (Sofia)
2020,4,0,4,0.0%,1-10,9.1%,39-65,37.5%,0-2,0.0%,4,62.7%,13.5%,6.2%,4.4%,52.2%,68.0%,43.6%,56.3%,31.8%,44.7%,0.73,
2019,9,3,6,33.3%,11-18,37.9%,134-160,45.6%,4-4,50.0%,9,76.9%,12.9%,7.4%,5.6%,57.8%,73.2%,51.5%,64.1%,33.6%,48.4%,0.94,R16 (Newport)
2018,6,4,2,66.7%,8-4,66.7%,61-44,58.1%,0-0,-,5,81.8%,42.9%,6.0%,2.2%,67.5%,69.6%,57.5%,65.7%,44.6%,55.1%,1.30,
2017,3,0,3,0.0%,0-4,0.0%,15-25,37.5%,0-1,0.0%,2,73.7%,5.0%,5.6%,3.2%,57.3%,69.0%,50.9%,61.3%,23.7%,43.3%,0.61,
2016,2,1,1,50.0%,5-4,55.6%,42-42,50.0%,1-0,100.0%,2,71.4%,26.8%,3.2%,2.1%,58.4%,66.5%,49.6%,59.4%,40.5%,50.2%,1.00,
2015,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,
Career,112,52,60,46.4%,141-149,48.6%,1412-1411,50.0%,27-27,50.0%,102,78.6%,20.0%,6.9%,2.7%,61.5%,71.1%,50.5%,63.2%,36.2%,49.8%,0.98,
