Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Brisbane QF,L vs Medvedev,4.4,5.6,3.3,46.8%,44.4%,33.3%,46.2%,48.3%,21.5%,3.0,2.2,2.0,1.5
2025 Wimbledon R32,W vs Rinderknech,3.5,3.8,3.2,51.0%,56.4%,50.0%,58.3%,61.3%,7.6%,12.0,7.2,13.0,12.7
2025 Wimbledon R64,W vs Quinn,3.8,4.6,3.0,55.3%,58.3%,64.3%,76.9%,53.8%,9.3%,5.5,5.0,14.5,15.1
2025 Wimbledon R128,W vs Berrettini,3.6,4.0,3.3,51.5%,48.5%,65.0%,58.8%,43.8%,14.0%,-1.5,-1.0,15.5,8.8
2025 Marrakech SF,L vs Griekspoor,3.8,4.7,2.9,44.7%,40.0%,76.5%,30.0%,46.2%,11.4%,1.0,1.1,5.0,5.4
2019 Antwerp R32,L vs Sinner,4.7,4.5,4.8,45.1%,53.8%,42.3%,12.5%,36.0%,19.0%,1.5,2.1,-7.0,-6.4
2019 US Open R64,W vs Cuevas,4.1,4.2,4.1,50.9%,61.8%,51.3%,48.0%,56.0%,10.4%,9.5,3.6,6.0,3.2
2019 Ostrava CH F,W vs Sinner,5.2,5.4,5.0,59.1%,63.2%,68.8%,61.1%,41.9%,10.1%,8.0,8.9,-0.5,-0.4
2018 Seoul CH R16,L vs Mcdonald,5.1,5.5,4.7,43.8%,39.0%,50.0%,50.0%,56.8%,13.0%,0.5,0.4,-3.5,-3.8
Career (9 matches),,4.1,4.5,3.7,50.1%,51.8%,55.3%,51.0%,50.2%,13.3%,4.4,3.3,5.0,4.1
