Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Brisbane QF,L vs Medvedev,33,30,1.1,18.0%,16.4%,29,30,1.0,18.2%,18.9%,5.0%,4.4%,1.4,29.5%,21.9%
2025 Wimbledon R32,W vs Rinderknech,48,31,1.5,20.7%,13.4%,38,30,1.3,19.4%,15.3%,11.2%,8.2%,1.1,20.7%,19.4%
2025 Wimbledon R64,W vs Quinn,19,15,1.3,12.1%,9.6%,14,15,0.9,10.0%,10.7%,4.3%,5.7%,0.6,15.3%,23.6%
2025 Wimbledon R128,W vs Berrettini,29,38,0.8,10.7%,14.1%,24,35,0.7,10.3%,15.0%,6.0%,4.3%,0.8,20.4%,26.7%
2025 Marrakech SF,L vs Griekspoor,25,22,1.1,17.1%,15.1%,20,21,1.0,15.5%,16.3%,6.2%,8.5%,1.1,17.8%,15.8%
2022 US Open R128,L vs Tabilo,34,37,0.9,15.5%,16.9%,24,32,0.8,12.9%,17.2%,8.6%,3.8%,1.8,21.9%,11.9%
2022 Wimbledon R128,L vs Kokkinakis,34,25,1.4,16.0%,11.7%,30,23,1.3,16.3%,12.5%,9.8%,6.5%,1.5,25.4%,17.4%
2021 US Open R128,L vs Ruusuvuori,35,24,1.5,16.3%,11.2%,29,23,1.3,15.4%,12.2%,5.9%,8.0%,1.6,21.4%,13.5%
2021 Roland Garros R64,L vs Ruud,23,29,0.8,13.5%,17.0%,23,29,0.8,14.6%,18.4%,,,1.5,19.9%,12.9%
2021 Roland Garros R128,W vs Cazaux,42,38,1.1,14.3%,12.9%,42,38,1.1,15.6%,14.1%,,,0.9,14.6%,15.6%
2021 Australian Open R128,L vs Kecmanovic,26,27,1.0,15.0%,15.6%,26,27,1.0,17.3%,18.0%,,,1.3,11.6%,8.7%
2020 Roland Garros R128,L vs Khachanov,30,38,0.8,16.4%,20.8%,30,38,0.8,18.2%,23.0%,,,1.3,14.2%,10.9%
2020 US Open R128,L vs Escobedo,40,29,1.4,20.8%,15.1%,31,22,1.4,19.9%,14.1%,12.2%,7.1%,2.2,25.0%,11.5%
2019 Antwerp R32,L vs Sinner,12,19,0.6,10.8%,17.1%,8,17,0.5,7.8%,16.7%,3.9%,3.9%,1.0,20.7%,19.8%
2019 US Open R32,L vs Dimitrov,26,32,0.8,12.6%,15.5%,17,27,0.6,9.4%,15.0%,4.4%,3.9%,1.5,19.9%,13.6%
2019 US Open R64,W vs Cuevas,45,37,1.2,15.8%,13.0%,34,30,1.1,13.4%,11.8%,7.5%,4.7%,1.1,16.1%,14.4%
2019 US Open R128,W vs Jarry,37,30,1.2,10.4%,8.4%,26,22,1.2,8.6%,7.3%,4.3%,3.0%,1.2,20.7%,16.8%
2019 Wimbledon R128,L vs Verdasco,24,19,1.3,14.1%,11.2%,19,16,1.2,13.0%,11.0%,8.2%,4.1%,2.3,21.8%,9.4%
2019 Ostrava CH F,W vs Sinner,11,19,0.6,11.3%,19.6%,11,17,0.6,12.0%,18.5%,4.3%,6.5%,0.3,12.4%,36.1%
2018 Seoul CH R16,L vs Mcdonald,8,24,0.3,7.0%,20.9%,8,19,0.4,7.5%,17.9%,3.8%,3.8%,0.7,16.5%,24.3%
Career (20 matches),,581,563,1.0,14.6%,14.1%,483,511,0.9,13.8%,14.6%,5.3%,4.1%,1.2,19.5%,16.6%
