Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Brisbane QF,L vs Medvedev,63.4%,45.8%,3.2%,1/2,2.36,10.8%,59.0%,36.1%,3.3%,2.33,15.8%,82.1%,60.9%,3.6%,2.41,3.7%
2025 Wimbledon R32,W vs Rinderknech,61.9%,50.0%,4.4%,5/0,2.30,8.0%,51.5%,44.1%,3.0%,2.28,13.0%,87.8%,55.6%,7.3%,2.33,0.0%
2025 Wimbledon R64,W vs Quinn,64.9%,66.0%,1.3%,1/0,2.46,22.8%,60.7%,61.8%,1.8%,2.38,43.3%,94.1%,75.0%,0.0%,2.56,0.0%
2025 Wimbledon R128,W vs Berrettini,62.5%,52.9%,2.2%,3/0,2.26,30.8%,56.3%,44.9%,1.1%,2.30,56.3%,80.0%,63.9%,4.4%,2.22,2.3%
2025 Marrakech SF,L vs Griekspoor,60.0%,44.4%,5.3%,3/1,2.17,8.3%,51.1%,30.4%,4.4%,2.18,15.4%,75.9%,59.1%,6.9%,2.16,0.0%
2019 Antwerp R32,L vs Sinner,75.0%,43.6%,3.8%,1/1,2.52,9.1%,68.8%,45.5%,0.0%,2.50,17.4%,85.0%,41.2%,10.0%,2.55,0.0%
2019 US Open R64,W vs Cuevas,70.7%,53.2%,1.3%,2/0,2.37,11.4%,66.0%,56.3%,2.1%,2.36,18.4%,85.5%,48.9%,0.0%,2.40,0.0%
2019 Ostrava CH F,W vs Sinner,80.9%,71.1%,2.1%,1/0,2.05,0.0%,87.5%,61.9%,0.0%,1.91,0.0%,85.0%,82.4%,5.0%,2.24,0.0%
2018 Seoul CH R16,L vs Mcdonald,75.0%,45.2%,1.8%,0/1,2.26,7.0%,76.2%,34.4%,0.0%,2.33,7.4%,83.3%,80.0%,8.3%,2.13,6.3%
Career (9 matches),,66.9%,52.3%,2.7%,77.3%,2.31,13.6%,61.8%,47.0%,2.0%,2.30,22.8%,83.9%,59.8%,4.5%,2.34,1.3%
