Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,16,9,7,56.3%,20-18,52.6%,196-169,53.7%,4-4,50.0%,16,63.7%,42.9%,0.5%,6.5%,68.9%,60.1%,43.8%,55.0%,47.5%,51.3%,1.06,SF (W35 Weston FL)
2025,49,31,18,63.3%,71-42,62.8%,571-485,54.1%,6-6,50.0%,48,66.7%,41.0%,1.7%,5.6%,66.3%,63.1%,45.8%,57.3%,46.1%,51.5%,1.08,W (W50 Bytom)
2024,47,32,15,68.1%,70-36,66.0%,551-433,56.0%,10-3,76.9%,1,45.5%,36.4%,0.0%,0.0%,79.6%,47.3%,47.4%,47.3%,44.1%,46.0%,0.84,W (3x)
2023,41,23,18,56.1%,55-44,55.6%,460-418,52.4%,4-5,44.4%,0,,,,,,,,,,,,SF (2x)
2022,49,32,17,65.3%,64-36,64.0%,517-391,56.9%,1-6,14.3%,1,37.5%,0.0%,2.1%,10.4%,58.3%,53.6%,25.0%,41.7%,17.6%,31.7%,0.30,W (2x)
2021,8,3,5,37.5%,7-11,38.9%,82-85,49.1%,0-0,-,0,,,,,,,,,,,,QF (W15 Antalya)
2020,2,1,1,50.0%,3-2,60.0%,27-22,55.1%,0-0,-,0,,,,,,,,,,,,R16 (W15 Monastir)
2019,11,4,7,36.4%,10-16,38.5%,102-130,44.0%,1-0,100.0%,0,,,,,,,,,,,,R16 (4x)
2018,10,4,6,40.0%,9-12,42.9%,94-105,47.2%,0-1,0.0%,0,,,,,,,,,,,,SF (Les Contamines Montjoie $15K)
2017,26,13,13,50.0%,31-30,50.8%,275-258,51.6%,2-3,40.0%,0,,,,,,,,,,,,QF (5x)
2016,21,10,11,47.6%,27-22,55.1%,225-195,53.6%,2-2,50.0%,0,,,,,,,,,,,,SF (Madrid $10K)
2015,45,29,16,64.4%,63-42,60.0%,507-465,52.2%,6-3,66.7%,0,,,,,,,,,,,,W (Bastad $10K)
2014,16,7,9,43.8%,17-19,47.2%,162-167,49.2%,1-3,25.0%,0,,,,,,,,,,,,QF (2x)
2013,5,1,4,20.0%,3-9,25.0%,51-66,43.6%,0-1,0.0%,0,,,,,,,,,,,,R16 (Stockholm 10K)
2012,2,0,2,0.0%,0-4,0.0%,6-24,20.0%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,348,199,149,57.2%,450-343,56.7%,3826-3413,52.9%,37-37,50.0%,66,65.3%,41.0%,1.4%,5.8%,67.2%,61.8%,45.1%,56.3%,46.2%,51.2%,1.06,
