Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 ITF Glasgow R16,W vs Knutson,3.4,3.6,3.1,60.9%,33.3%,60.0%,100.0%,57.6%,12.3%,21.0,23.1,6.0,9.4
Last 52 Weeks (1 matches),,3.4,3.6,3.1,60.9%,33.3%,60.0%,100.0%,57.6%,12.3%,21.0,23.1,6.0,9.4
Career (1 matches),,3.4,3.6,3.1,60.9%,33.3%,60.0%,100.0%,57.6%,12.3%,21.0,23.1,6.0,9.4
