Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W15 Cairo R32,L vs Papamichail,1.01,0.84,82.3,23.4,0.0%,40.0%,0.0%,47.7%,46.8%,46.7%
2019 W15 Arcadia CA R32,L vs Broadus,0.92,0.68,46.4,2.7,-,62.9%,-,44.1%,35.3%,33.3%
2019 W15 Sharm El Sheikh R16,L vs Ivanova,1.02,0.40,33.3,2.1,0.0%,33.3%,0.0%,27.8%,30.0%,23.5%
2019 W15 Sharm El Sheikh R32,W vs Sacco,1.05,1.11,81.1,8.1,0.0%,58.9%,0.0%,50.0%,43.3%,53.6%
2019 W15 Sharm El Sheikh R16,L vs Waltert,0.93,0.72,55.7,2.4,0.0%,51.7%,3.7%,59.3%,35.3%,33.3%
2019 W15 Sharm El Sheikh R32,W vs Hoedt,0.95,1.75,48.6,2.3,0.0%,76.0%,0.0%,70.8%,53.8%,43.5%
2017 Penrith $25K R32,L vs Birrell,0.90,0.68,53.4,2.2,0.0%,48.4%,3.3%,56.7%,41.9%,28.0%
2017 Kyoto $15K R32,W vs Chikaraishi,0.92,1.54,51.3,2.1,16.0%,68.0%,0.0%,69.6%,43.6%,60.5%
2017 Tsukuba $25K R32,L vs Hsu,0.79,0.84,66.5,4.2,5.0%,47.5%,2.9%,60.0%,48.8%,50.0%
2017 Nonthaburi $15K R32,L vs Tatachar Venugopal,1.04,0.64,42.3,2.0,3.6%,50.0%,0.0%,25.9%,33.3%,43.5%
2017 Lund $25K R16,L vs Di Giuseppe,0.86,0.48,37.0,2.2,4.5%,50.0%,4.5%,40.9%,27.3%,33.3%
2017 Hammamet $15K QF,L vs Kordolaimi,0.94,0.87,105.7,29.2,0.0%,50.9%,0.0%,42.0%,45.3%,54.0%
2017 Hammamet $15K R16,W vs Piai,1.04,1.16,57.3,2.3,0.0%,41.7%,0.0%,58.1%,55.3%,58.1%
2017 Hammamet $15K R32,W vs Baskova,1.24,2.33,26.8,2.0,4.0%,64.0%,0.0%,62.5%,52.4%,88.9%
2017 Hammamet $15K R16,W vs Mihalikova,0.96,1.10,79.4,3.4,2.2%,60.0%,0.0%,44.2%,54.9%,55.3%
2017 Hammamet $15K R32,W vs Nicolini,1.08,1.86,38.7,2.4,0.0%,50.0%,0.0%,63.6%,66.7%,83.3%
2017 Bastad $25K R32,W vs Simion,1.16,1.54,46.6,2.8,3.8%,65.4%,0.0%,57.7%,51.6%,50.0%
2017 Santa Margherita Di Pula $15K QF,L vs In Albon,1.04,0.81,55.7,2.4,2.3%,39.5%,0.0%,47.5%,43.5%,44.2%
2017 Santa Margherita Di Pula $15K R16,W vs Salas,1.15,1.27,53.3,11.2,0.0%,44.4%,2.3%,55.8%,58.5%,51.4%
2017 Santa Margherita Di Pula $15K R32,W vs Liebens,1.04,1.74,41.1,2.1,3.8%,57.7%,0.0%,72.0%,76.0%,38.1%
2019 (6 matches),,0.99,0.88,64.8,3.2,0.0%,54.0%,0.5%,50.3%,41.9%,42.5%
2017 (19 matches),,1.01,1.08,59.2,2.7,2.5%,54.3%,1.2%,52.6%,48.8%,50.7%
2016 (13 matches),,1.03,1.26,52.0,2.7,0.7%,58.5%,1.3%,58.4%,50.6%,51.4%
2015 (9 matches),,1.04,1.02,51.0,2.7,2.6%,52.2%,0.6%,50.0%,44.2%,51.7%
2014 (4 matches),,1.00,1.00,56.0,2.1,1.4%,54.0%,3.0%,54.5%,45.9%,46.0%
Career (52 matches),,1.01,1.07,56.5,2.7,1.7%,54.8%,1.1%,53.4%,47.2%,49.6%
