Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Irina Ramialison [FRA],6,0,100.0%,1,1,0,100.0%,2009,2019,1,1.11,5.6%,18.0%,36.0%,62.5%,45.6%,51.7%,53.7%,68.8%,46.7%
6,Pauline Parmentier [FRA],0,6,0.0%,1,0,1,0.0%,2013,2017,0,,,,,,,,,,
5,Arantxa Rus [NED],1,4,20.0%,0,0,0,-,2012,2025,2,0.92,2.4%,6.4%,55.2%,62.3%,42.9%,53.6%,42.7%,61.1%,40.0%
5,Margot Yerolymos [FRA],4,1,80.0%,2,2,0,100.0%,2016,2020,0,,,,,,,,,,
4,Vitalia Diatchenko [RUS],1,3,25.0%,1,1,0,100.0%,2013,2025,1,1.13,11.1%,8.6%,58.0%,55.3%,44.1%,50.6%,56.0%,50.0%,77.8%
4,Alice Rame [FRA],3,1,75.0%,0,0,0,-,2021,2025,1,0.31,0.0%,0.0%,50.0%,14.3%,57.1%,35.7%,20.0%,50.0%,0
4,Tamara Korpatsch [GER],2,2,50.0%,1,0,1,0.0%,2016,2024,0,,,,,,,,,,
4,Simona Waltert [SUI],2,2,50.0%,0,0,0,-,2017,2024,1,1.46,4.3%,7.2%,53.6%,78.4%,50.0%,65.2%,50.6%,50.0%,42.9%
4,Jessika Ponchet [FRA],0,4,0.0%,0,0,0,-,2019,2023,2,0.83,4.6%,5.6%,54.3%,61.7%,36.7%,50.3%,41.3%,55.6%,45.0%
4,Fiona Ferro [FRA],3,1,75.0%,2,2,0,100.0%,2016,2023,0,,,,,,,,,,
4,Jessica Pieri [ITA],4,0,100.0%,3,3,0,100.0%,2019,2023,0,,,,,,,,,,
4,Irene Burillo Escorihuela [ESP],3,1,75.0%,1,0,1,0.0%,2019,2023,1,1.37,6.8%,6.8%,47.5%,85.7%,54.8%,69.5%,41.9%,100.0%,100.0%
4,Chloe Paquet [FRA],3,1,75.0%,1,1,0,100.0%,2012,2023,0,,,,,,,,,,
4,Maryna Zanevska [BEL],0,4,0.0%,1,0,1,0.0%,2012,2021,1,0.86,5.0%,5.0%,33.3%,75.0%,37.5%,50.0%,43.2%,33.3%,25.0%
4,Deniz Khazaniuk [ISR],2,2,50.0%,1,0,1,0.0%,2012,2020,1,1.18,9.4%,2.8%,50.9%,70.4%,42.3%,56.6%,51.0%,66.7%,43.8%
