Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,7,3,4,42.9%,3,2,1,66.7%,2016,2022,Q2,3,0.77,5.5%,6.0%,52.1%,61.9%,38.5%,50.7%,38.1%,58.3%,35.7%
Roland Garros,8,Clay,9,1,8,11.1%,0,0,0,-,2012,2020,R64,9,0.76,5.7%,7.6%,47.1%,59.3%,38.0%,48.0%,39.6%,50.0%,44.8%
Wimbledon,5,Grass,6,1,5,16.7%,3,2,1,66.7%,2016,2023,Q2,3,0.87,8.5%,6.4%,48.9%,65.2%,45.0%,54.9%,39.2%,51.9%,52.9%
US Open,7,Hard,9,2,7,22.2%,2,0,2,0.0%,2014,2023,R128,5,0.74,4.0%,5.0%,50.0%,64.2%,39.1%,51.7%,35.6%,48.8%,32.0%
Monterrey,4,Hard,6,2,4,33.3%,0,0,0,-,2014,2025,Q2,6,0.88,7.4%,7.2%,49.2%,69.0%,42.1%,55.3%,39.5%,60.3%,50.0%
Contrexeville 125,2,Clay,3,1,2,33.3%,0,0,0,-,2024,2025,R16,3,0.84,2.6%,9.2%,53.3%,57.7%,36.3%,47.7%,44.0%,42.9%,47.6%
Strasbourg,7,Clay,11,4,7,36.4%,1,0,1,0.0%,2014,2024,R16,11,0.93,5.6%,5.0%,55.2%,61.3%,46.8%,54.8%,42.2%,51.1%,47.2%
Lyon,2,Hard,3,1,2,33.3%,0,0,0,-,2021,2023,Q2,3,0.86,6.0%,7.7%,46.4%,65.4%,41.1%,52.4%,41.0%,50.0%,41.2%
Prague,2,Clay,4,2,2,50.0%,2,1,1,50.0%,2016,2020,R128,4,0.98,4.0%,4.6%,49.4%,67.8%,46.9%,57.2%,42.0%,51.3%,38.9%
Newport Beach,2,Hard,4,2,2,50.0%,1,1,0,100.0%,2018,2020,R32,4,0.99,3.2%,9.3%,50.2%,64.5%,41.4%,53.0%,46.4%,59.1%,53.3%
