Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 W100 Biarritz R16,L vs Rakotomanga Rajaonah,50% (4/8),50% (2/4),2/6,75% (6/8),0% (0/6),0/2,0/0,0/0,0/0,0/0
2019 W25 Las Palmas de Gran Canaria R16,W vs Rodriguez,38% (6/16),100% (6/6),1/2,27% (4/15),25% (1/4),4/4,0/0,0/1,0/0,0/0
2019 W25 Las Palmas de Gran Canaria R32,W vs Cavalle Reimers,35% (6/17),100% (6/6),1/2,21% (3/14),33% (1/3),2/2,0/0,0/0,0/0,0/0
2019 Palermo R32,L vs Rus,38% (3/8),33% (1/3),1/4,75% (6/8),17% (1/6),1/1,0/0,0/1,0/0,0/1
2019 W25 Denain R16,W vs Andrianjafitrimo,67% (8/12),88% (7/8),1/3,42% (5/12),20% (1/5),6/6,1/1,0/1,1/1,0/0
2019 W25 Montpellier R16,L vs Salden,17% (2/12),100% (2/2),0/4,54% (7/13),29% (2/7),1/2,1/1,0/1,0/0,0/1
2019 W60 Barcelona R32,W vs Nara,70% (7/10),86% (6/7),2/2,33% (3/9),33% (1/3),3/4,1/1,0/0,0/0,0/0
2019 W25 Rome R16,L vs Ormaechea,31% (4/13),75% (3/4),1/4,46% (6/13),33% (2/6),2/2,0/0,2/2,0/0,1/1
2019 W25 Rome R32,W vs Samir,67% (6/9),83% (5/6),2/2,33% (3/9),33% (1/3),4/5,2/2,0/0,1/1,0/0
2019 W60 Wiesbaden R32,L vs Krejcikova,29% (2/7),100% (2/2),2/5,88% (7/8),0% (0/7),0/2,0/0,0/2,0/0,0/1
2019 Anning R32,L vs Muramatsu,29% (4/14),100% (4/4),1/4,38% (5/13),20% (1/5),2/4,1/1,2/2,0/0,1/1
2019 W60 Istanbul R32,L vs Lansere,33% (3/9),67% (2/3),1/4,75% (6/8),17% (1/6),1/2,0/0,0/1,0/0,0/0
2019 W25 Obidos R32,L vs Dunne,67% (8/12),88% (7/8),4/9,83% (10/12),0% (0/10),1/7,1/1,0/1,0/0,0/1
2019 W60 Croissy Beaubourg R32,L vs Ponchet,11% (1/9),0% (0/1),0/2,63% (5/8),40% (2/5),0/0,0/0,1/2,0/0,1/1
2019 W60 Shenzhen R32,L vs Lu,40% (6/15),100% (6/6),3/8,53% (8/15),0% (0/8),3/5,0/1,0/0,0/1,0/0
2019 W25 Macon R16,L vs Schoofs,25% (2/8),50% (1/2),0/4,75% (6/8),17% (1/6),0/1,0/0,1/2,0/0,0/1
2019 W60 Shrewsbury QF,L vs Bolsova,20% (2/10),100% (2/2),1/5,67% (6/9),17% (1/6),1/2,0/0,0/0,0/0,0/0
2019 W60 Shrewsbury R16,W vs Eikeri,75% (6/8),100% (6/6),1/2,25% (2/8),0% (0/2),3/5,1/2,0/0,1/1,0/0
2019 W60 Shrewsbury R32,W vs Gjorcheska,50% (6/12),83% (5/6),1/3,33% (4/12),25% (1/4),4/4,1/1,0/0,0/0,0/0
2019 W25 Grenoble QF,L vs Diatchenko,50% (8/16),75% (6/8),3/6,53% (8/15),13% (1/8),4/6,1/1,1/2,0/0,0/0
2025 (1 matches),,50.0%,50.0%,33.3%,75.0%,0.0%,0.0%,-,-,-,-
2019 (21 matches),,43.9%,84.6%,34.2%,49.3%,19.6%,66.2%,76.9%,38.9%,75.0%,37.5%
2018 (6 matches),,44.1%,63.3%,23.1%,53.7%,13.9%,68.8%,50.0%,54.5%,-,0.0%
2017 (23 matches),,42.6%,81.0%,26.8%,50.0%,18.1%,61.6%,60.0%,31.6%,87.5%,50.0%
2016 (30 matches),,46.9%,77.2%,27.3%,46.5%,25.0%,68.8%,63.6%,39.1%,72.7%,22.2%
Career (143 matches),,46.4%,76.5%,30.0%,50.3%,23.1%,65.6%,66.7%,45.9%,68.3%,45.6%
