Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2022,908,18,,,,,,,,,,,,
2021,418,127,,,,,,,,,,,,
2020,286,219,,,,,,,,,258,323,,
2019,282,203,204,1517,,,174,1503,,,280,259,,
2018,507,45,,,,,,,,,415,120,,
2017,340,129,,,,,,,,,378,148,,
2016,315,139,,,,,,,,,510,83,,
2015,390,92,,,,,,,,,605,57,,
2014,472,58,,,,,,,,,857,20,,
2013,820,21,,,,,,,,,,,,
