Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,13,4,9,30.8%,12,3,9,25.0%,2001,2009,R64,13,0.99,8.5%,5.3%,54.9%,72.6%,50.6%,62.7%,36.9%,58.2%,44.9%
Roland Garros,9,Clay,13,4,9,30.8%,5,2,3,40.0%,1999,2009,R32,13,0.92,7.6%,4.6%,53.7%,72.2%,46.3%,60.2%,36.6%,59.3%,36.2%
Wimbledon,7,Grass,11,4,7,36.4%,9,5,4,55.6%,2001,2009,R64,11,0.94,7.1%,4.4%,58.7%,72.3%,51.1%,63.6%,34.1%,62.2%,34.3%
US Open,8,Hard,14,6,8,42.9%,11,5,6,45.5%,2000,2008,R32,14,1.05,10.8%,4.9%,54.6%,76.4%,50.2%,64.5%,37.2%,61.4%,35.3%
Olympics,2,,4,2,2,50.0%,0,0,0,-,2004,2008,R32,2,1.07,7.8%,6.9%,56.0%,76.9%,45.1%,62.9%,39.8%,78.6%,46.2%
Davis Cup,7,,12,8,4,66.7%,4,2,2,50.0%,2000,2008,,0,,,,,,,,,,
Miami Masters,9,Hard,21,12,9,57.1%,10,5,5,50.0%,2000,2009,QF,21,1.06,6.9%,5.6%,50.8%,76.2%,52.6%,64.6%,37.4%,61.5%,38.2%
Buenos Aires,9,Clay,20,11,9,55.0%,5,2,3,40.0%,2001,2009,F,20,1.11,9.0%,3.2%,56.6%,74.3%,52.7%,64.9%,38.8%,56.4%,41.0%
Barcelona,8,Clay,25,17,8,68.0%,14,7,7,50.0%,2001,2008,SF,25,1.17,7.1%,3.6%,57.0%,75.2%,49.0%,63.9%,42.1%,55.6%,42.7%
Kitzbuhel,8,Clay,20,13,7,65.0%,8,7,1,87.5%,2000,2009,W,20,1.12,9.4%,5.0%,51.7%,74.5%,49.6%,62.5%,41.9%,62.4%,42.3%
Vienna,7,Hard,9,2,7,22.2%,4,0,4,0.0%,2002,2008,R16,8,1.05,9.2%,3.0%,56.9%,77.3%,55.5%,67.9%,33.8%,60.0%,31.4%
Acapulco,6,Clay,20,15,5,75.0%,8,5,3,62.5%,2003,2008,W,20,1.24,13.5%,3.1%,57.0%,77.5%,52.2%,66.6%,41.6%,70.2%,45.3%
