Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2021,376,113,335,1365,324,1335,283,1387,,,,,,
2020,286,176,,,,,,,,,683,51,,
2019,328,120,,,,,,,,,624,55,,
2018,424,24,,,,,,,,,478,40,,
2017,522,62,240,1494,214,1469,186,1500,,,844,42,,
2016,177,322,163,1591,141,1571,141,1559,107,1560,533,99,,
2015,145,407,121,1650,109,1623,113,1598,86,1599,315,213,,
2014,84,619,147,1610,136,1572,124,1589,99,1566,185,405,98,1562
2013,70,697,57,1785,61,1729,67,1701,47,1681,39,1840,102,1556
2012,68,712,49,1796,42,1761,85,1678,74,1628,324,197,,
2011,200,243,153,1603,151,1551,134,1570,106,1557,340,170,,
2010,126,436,98,1688,114,1599,170,1523,84,1575,257,250,,
2009,245,184,248,1491,226,1460,256,1420,150,1486,352,162,,
2008,525,49,,,,,,,,,351,145,,
2007,385,87,305,1421,276,1407,303,1358,,,243,239,,
2006,302,126,,,,,,,,,351,147,,
2005,783,17,,,,,,,,,753,35,,
2004,884,9,,,,,,,,,1760,1,,
