Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,11,4,7,36.4%,6,2,4,33.3%,2010,2016,R128,9,0.92,9.7%,3.0%,58.6%,71.0%,46.5%,60.9%,35.9%,61.5%,50.0%
Roland Garros,8,Clay,19,10,9,52.6%,7,5,2,71.4%,2010,2017,R64,15,0.98,6.4%,3.8%,59.7%,68.7%,51.0%,61.6%,37.5%,54.8%,42.2%
Wimbledon,5,Grass,16,11,5,68.8%,6,4,2,66.7%,2011,2016,R32,7,0.77,9.7%,4.9%,62.5%,72.9%,49.1%,64.0%,27.7%,64.9%,23.8%
US Open,8,Hard,16,8,8,50.0%,5,1,4,20.0%,2009,2017,R64,12,0.98,9.5%,3.6%,57.5%,72.4%,46.9%,61.5%,37.9%,69.6%,47.1%
Davis Cup,4,,7,3,4,42.9%,2,1,1,50.0%,2007,2014,,0,,,,,,,,,,
Atlanta,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2013,2016,R16,2,0.70,6.4%,4.0%,52.0%,53.8%,43.3%,48.8%,35.9%,25.0%,33.3%
Hamburg,2,Clay,2,0,2,0.0%,0,0,0,-,2014,2016,R32,2,0.90,2.7%,1.4%,67.6%,59.0%,47.9%,55.4%,40.2%,47.4%,50.0%
s Hertogenbosch,4,Grass,8,4,4,50.0%,6,2,4,33.3%,2010,2016,QF,8,1.06,8.3%,3.2%,62.0%,73.8%,58.9%,68.1%,33.7%,45.8%,60.9%
Montpellier,2,Hard,4,2,2,50.0%,0,0,0,-,2012,2016,Q2,4,1.03,15.6%,2.7%,59.9%,71.4%,47.6%,61.9%,39.4%,66.7%,55.6%
Indian Wells Masters,3,Hard,4,1,3,25.0%,1,0,1,0.0%,2013,2015,R64,4,0.86,5.9%,4.4%,53.7%,67.2%,46.8%,57.8%,36.3%,69.4%,43.3%
Delray Beach,2,Hard,2,0,2,0.0%,0,0,0,-,2013,2015,R32,2,0.73,4.5%,2.3%,54.5%,63.9%,48.3%,56.8%,31.6%,63.2%,44.4%
