Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,20,8,12,40.0%,5,2,3,40.0%,2013,2026,R64,19,0.87,5.0%,4.6%,59.3%,61.0%,43.3%,53.8%,40.2%,51.6%,45.7%
Roland Garros,7,Clay,10,3,7,30.0%,3,1,2,33.3%,2018,2025,R64,9,0.97,2.8%,4.2%,62.5%,64.2%,43.8%,56.5%,41.9%,45.5%,36.6%
Wimbledon,7,Grass,17,10,7,58.8%,5,2,3,40.0%,2022,2025,R128,14,1.08,8.0%,4.5%,64.3%,68.6%,45.2%,60.2%,43.2%,61.1%,51.8%
US Open,6,Hard,19,12,7,63.2%,3,1,2,33.3%,2018,2025,R32,19,1.02,8.0%,4.5%,57.5%,67.6%,47.4%,59.0%,41.8%,54.7%,44.2%
Miami,2,Hard,2,0,2,0.0%,1,1,0,100.0%,2022,2026,Q1,2,0.67,0.7%,1.4%,62.9%,62.2%,39.6%,53.8%,30.9%,59.1%,22.2%
Indian Wells,4,Hard,8,4,4,50.0%,3,1,2,33.3%,2019,2026,R128,8,1.00,5.5%,4.4%,57.0%,65.5%,48.6%,58.2%,41.7%,55.4%,52.0%
Doha,2,Hard,4,2,2,50.0%,1,1,0,100.0%,2020,2026,R64,4,0.87,5.6%,4.0%,65.7%,58.3%,51.8%,56.1%,38.0%,61.0%,48.0%
Brisbane,5,Hard,10,3,7,30.0%,3,2,1,66.7%,2016,2026,R32,10,0.95,5.7%,3.8%,59.0%,66.3%,41.6%,56.2%,41.8%,48.2%,40.0%
Ningbo,2,Hard,4,1,3,25.0%,1,0,1,0.0%,2024,2025,R32,4,0.85,7.8%,7.8%,53.4%,63.3%,35.5%,50.3%,42.1%,47.2%,68.4%
Beijing,2,Hard,7,5,2,71.4%,1,1,0,100.0%,2024,2025,R32,7,1.06,5.4%,5.8%,56.7%,64.6%,47.7%,57.3%,45.3%,55.4%,57.1%
