Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Australian Open R64,L vs Jovic,21.2%,23.1%,28.9%,32.1%,35.7%,21.1%,40.0%,53.8%,66.7%,9.5%,9.5%,36.8%,88.9%,25.0%,66.7%,-23
2024 US Open R128,L vs Sabalenka,24.5%,30.2%,38.5%,30.8%,38.5%,50.0%,44.4%,41.2%,33.3%,19.2%,23.1%,28.6%,46.2%,53.8%,0.0%,-59
2023 Hong Kong R32,W vs Chong,24.7%,31.2%,47.3%,37.2%,44.2%,44.4%,61.1%,28.0%,0.0%,9.7%,16.1%,50.0%,88.2%,35.7%,100.0%,-17
2019 Seoul QF,L vs Muchova,24.1%,37.9%,42.5%,24.2%,45.5%,52.0%,58.3%,47.6%,50.0%,28.6%,33.3%,26.7%,61.5%,25.0%,-,89
2019 Hiroshima R16,L vs Hsieh,30.6%,41.7%,35.7%,38.8%,53.7%,51.2%,67.9%,20.5%,25.0%,19.4%,25.0%,13.8%,66.7%,44.4%,40.0%,43
2019 US Open R128,L vs Gasparyan,20.0%,32.9%,42.3%,25.6%,44.2%,43.8%,55.6%,32.0%,0.0%,13.0%,17.4%,40.0%,36.4%,25.0%,0.0%,9
2019 Australian Open R128,L vs Sharma,27.4%,38.7%,42.4%,34.5%,46.6%,39.5%,25.0%,23.3%,60.0%,24.3%,37.8%,46.4%,56.3%,47.6%,66.7%,106
2017 Seoul R16,W vs Rus,25.0%,33.3%,47.5%,33.3%,44.4%,50.0%,31.6%,15.4%,0.0%,16.2%,21.6%,45.2%,45.0%,52.9%,0.0%,-42
Last 52 Weeks (1 matches),,21.2%,23.1%,28.9%,32.1%,35.7%,21.1%,40.0%,53.8%,66.7%,9.5%,9.5%,36.8%,88.9%,25.0%,66.7%,-23
Career (8 matches),,25.3%,34.7%,41.1%,32.9%,45.5%,44.8%,47.6%,29.6%,28.2%,17.7%,23.7%,36.6%,60.7%,40.9%,41.2%,38
