Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),138,559,132,1659,124,1625,171,1529,127,1523,146,563,,
2025,119,644,107,1701,99,1674,158,1550,115,1544,98,829
2024,167,427,197,1538,175,1532,241,1425,184,1426,523,118
2023,205,366,249,1444,226,1429,237,1407,196,1390,,
2022,154,415,215,1496,204,1470,245,1385,141,1466,,
2021,263,266,160,1564,161,1534,209,1404,142,1475,,
2020,148,500,,,,,,,,,908,31
2019,124,500,166,1585,155,1554,211,1432,156,1461,645,61
2018,157,371,169,1563,159,1541,204,1366,144,1467,112,688
2017,214,261,186,1481,182,1454,,,,,122,555
2016,517,55,,,,,,,,,539,73
2015,334,117,,,,,,,,,334,158
2014,736,20,,,,,,,,,587,52
2013,975,12,,,,,,,,,856,25
