Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,4,2,2,50.0%,3-6,33.3%,26-46,36.1%,0-0,-,4,47.5%,32.5%,4.1%,5.2%,57.8%,56.8%,38.1%,48.9%,41.6%,45.4%,0.81,R16 (Merida)
2025,9,4,5,44.4%,11-12,47.8%,107-112,48.9%,1-0,100.0%,9,64.2%,33.0%,8.9%,5.4%,56.5%,65.1%,45.4%,56.5%,42.0%,49.4%,0.97,R32 (3x)
2024,6,1,5,16.7%,3-10,23.1%,50-71,41.3%,0-0,-,6,59.7%,22.0%,7.8%,3.4%,57.9%,63.2%,42.0%,54.3%,39.6%,46.8%,0.87,R16 (Hong Kong)
2023,4,1,3,25.0%,3-6,33.3%,33-50,39.8%,0-0,-,4,61.0%,19.0%,3.8%,4.5%,61.0%,60.2%,44.7%,54.2%,36.6%,45.5%,0.80,R16 (Hong Kong)
2022,5,1,4,20.0%,3-9,25.0%,57-69,45.2%,0-2,0.0%,5,74.2%,16.1%,5.3%,5.3%,55.8%,70.3%,48.4%,60.6%,34.8%,48.1%,0.88,R16 (Adelaide 1)
2020,6,1,5,16.7%,3-10,23.1%,46-72,39.0%,0-1,0.0%,6,50.0%,27.1%,5.6%,4.4%,58.9%,56.7%,42.4%,50.8%,38.0%,44.8%,0.77,R32 (3x)
2019,15,5,10,33.3%,16-23,41.0%,173-184,48.5%,1-2,33.3%,15,64.2%,32.4%,4.8%,4.4%,58.6%,66.8%,41.4%,56.3%,42.0%,49.2%,0.96,QF (Seoul)
2018,4,1,3,25.0%,3-7,30.0%,37-49,43.0%,0-0,-,4,56.8%,28.6%,3.2%,3.5%,57.2%,60.5%,41.8%,52.5%,42.3%,47.9%,0.89,R16 (Seoul)
2017,4,2,2,50.0%,5-5,50.0%,51-49,51.0%,0-1,0.0%,4,70.8%,33.3%,6.2%,4.4%,55.6%,65.1%,49.7%,58.2%,43.3%,51.0%,1.04,QF (Seoul)
2016,2,0,2,0.0%,0-4,0.0%,11-24,31.4%,0-0,-,2,41.2%,16.7%,3.4%,0.9%,62.1%,58.3%,34.1%,49.1%,38.0%,43.8%,0.75,R32 (Brisbane)
Career,59,18,41,30.5%,50-92,35.2%,591-726,44.9%,2-6,25.0%,59,61.7%,28.1%,5.7%,4.5%,57.8%,63.7%,43.4%,55.1%,40.4%,48.0%,0.90,
