Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Australian Open R64,L vs Jovic,6.3%,33.3%,20.4%,52.6%,8.3%,22.7%,0.0%,1.7%,14.3%,0.6%,0.0%,-71,-51
2024 US Open R128,L vs Sabalenka,6.0%,66.7%,10.6%,58.3%,25.0%,40.0%,100.0%,5.9%,0.0%,0.0%,-,-87,-64
2023 Hong Kong R32,W vs Chong,0.0%,-,4.4%,71.4%,7.8%,20.8%,0.0%,10.7%,40.0%,1.7%,50.0%,-64,-40
2019 Seoul QF,L vs Muchova,1.8%,100.0%,13.1%,31.3%,6.4%,20.0%,0.0%,7.3%,42.9%,2.1%,33.3%,-8,7
2019 Hiroshima R16,L vs Hsieh,1.0%,0.0%,16.2%,48.6%,15.6%,21.4%,0.0%,14.9%,37.5%,2.1%,0.0%,160,155
2019 US Open R128,L vs Gasparyan,4.3%,66.7%,17.7%,61.5%,15.1%,24.0%,0.0%,9.2%,11.8%,1.3%,33.3%,89,82
2019 Australian Open R128,L vs Sharma,0.0%,-,5.7%,83.3%,21.7%,63.6%,0.0%,13.4%,15.4%,2.9%,14.3%,124,124
2017 Seoul R16,W vs Rus,2.5%,0.0%,9.6%,80.0%,7.8%,21.6%,0.0%,4.1%,7.7%,0.7%,0.0%,22,19
Last 52 Weeks (1 matches),,6.3%,33.3%,20.4%,52.6%,8.3%,22.7%,0.0%,1.7%,14.3%,0.6%,0.0%,-71,-51
Career (8 matches),,2.3%,46.2%,11.7%,57.7%,12.6%,27.9%,10.0%,8.7%,23.6%,1.5%,21.4%,27,38
