Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2022 Madrid R64,L vs Collins,0.0%,-,1.7%,50.0%,10.0%,25.0%,0.0%,3.4%,33.3%,0.0%,-,-23,19
2019 Wimbledon R64,L vs Pliskova,0.0%,-,4.1%,75.0%,14.0%,23.8%,0.0%,21.2%,41.7%,0.0%,-,122,114
2019 Strasbourg QF,L vs Sabalenka,0.0%,-,2.4%,50.0%,13.8%,20.0%,0.0%,15.0%,46.2%,0.5%,0.0%,119,87
2019 Charleston R16,W vs Sabalenka,0.0%,-,4.5%,83.3%,19.6%,31.6%,0.0%,14.3%,50.0%,0.0%,-,121,109
2019 Miami R128,L vs Wang,0.0%,-,2.9%,100.0%,15.7%,28.6%,0.0%,11.3%,22.2%,0.7%,100.0%,76,66
2018 Miami R16,L vs Collins,0.0%,-,8.8%,56.3%,18.8%,35.7%,0.0%,8.5%,27.3%,0.4%,100.0%,6,25
2017 Tokyo R16,L vs Muguruza,0.0%,-,7.5%,75.0%,15.0%,21.1%,0.0%,12.3%,18.2%,0.0%,-,72,64
2017 Indian Wells R64,L vs Pliskova,0.0%,-,3.4%,66.7%,18.8%,33.3%,100.0%,16.4%,35.7%,1.0%,100.0%,147,95
2016 US Open R128,L vs Zheng,0.0%,-,15.2%,62.5%,12.5%,16.7%,0.0%,10.3%,50.0%,0.0%,-,58,21
2016 Olympics F,W vs Kerber,0.0%,-,10.2%,78.9%,15.6%,17.9%,0.0%,13.6%,27.6%,2.1%,50.0%,46,10
2016 Olympics SF,W vs Kvitova,0.0%,-,2.6%,75.0%,11.3%,27.3%,0.0%,8.9%,50.0%,0.0%,-,-36,-14
2016 Roland Garros R32,L vs Keys,0.0%,-,5.5%,66.7%,13.2%,16.0%,0.0%,9.7%,37.5%,0.9%,50.0%,87,63
2016 Rome R64,W vs Svitolina,0.0%,-,5.2%,100.0%,18.3%,28.6%,0.0%,11.3%,29.0%,0.0%,-,40,37
2016 Prague QF,L vs Kuznetsova,0.0%,-,7.5%,80.0%,15.5%,27.5%,0.0%,11.5%,23.8%,0.6%,0.0%,129,90
2016 Miami R128,W vs Bellis,0.0%,-,4.2%,42.9%,9.5%,11.4%,0.0%,1.0%,11.1%,0.6%,50.0%,-55,15
2016 Indian Wells R64,W vs Schmiedlova,0.0%,-,5.6%,66.7%,2.2%,6.7%,0.0%,4.1%,4.2%,0.8%,0.0%,-107,-57
2016 Australian Open R32,L vs Radwanska,0.0%,-,9.6%,40.0%,13.9%,22.7%,0.0%,9.4%,36.8%,0.5%,100.0%,70,32
2016 Australian Open R64,W vs Pliskova,0.0%,-,6.5%,73.3%,13.6%,13.6%,0.0%,4.8%,7.1%,1.1%,66.7%,-9,-21
2016 Sydney F,L vs Kuznetsova,0.0%,-,11.8%,33.3%,13.5%,15.0%,0.0%,4.8%,50.0%,0.0%,-,27,4
2015 Indian Wells R128,W vs Gibbs,0.0%,-,2.3%,100.0%,3.5%,15.8%,0.0%,2.7%,6.7%,0.0%,-,-90,-37
Career (24 matches),,0.0%,-,5.7%,67.3%,13.5%,24.0%,8.0%,9.4%,26.6%,0.5%,48.3%,38,39
