Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2022 Madrid R64,L vs Collins,2.5,2.5,2.6,43.3%,27.3%,20.0%,-,48.5%,5.8%,-9.0,-19.1,-2.0,-4.3
2019 Wimbledon R64,L vs Pliskova,3.0,3.4,2.6,34.8%,30.0%,88.9%,50.0%,57.7%,6.4%,-1.5,-2.3,3.0,6.8
2019 Strasbourg QF,L vs Sabalenka,3.1,3.3,2.8,48.6%,39.5%,15.4%,66.7%,45.2%,5.6%,-3.5,-4.1,0.0,0.0
2019 Charleston R16,W vs Sabalenka,3.2,3.5,2.9,59.1%,50.0%,75.0%,60.0%,49.7%,8.0%,17.5,21.3,4.0,5.1
2019 Miami R128,L vs Wang,3.4,3.9,3.0,40.3%,54.5%,10.0%,20.0%,49.0%,1.3%,-0.5,-0.7,-2.0,-2.8
2018 Miami R16,L vs Collins,3.8,4.3,3.1,47.7%,47.2%,55.6%,37.5%,35.6%,2.9%,6.0,6.7,3.0,1.8
2017 Tokyo R16,L vs Muguruza,3.7,3.6,3.9,40.0%,52.0%,33.3%,14.3%,45.9%,3.5%,-3.0,-4.2,9.0,11.4
2017 Indian Wells R64,L vs Pliskova,2.8,3.1,2.6,48.1%,60.5%,20.0%,66.7%,44.6%,3.6%,13.0,14.8,5.5,5.3
2016 US Open R128,L vs Zheng,4.6,4.5,4.7,38.5%,53.8%,33.3%,50.0%,39.0%,0.0%,3.0,4.0,0.0,0.0
2016 Olympics F,W vs Kerber,5.0,5.4,4.5,44.9%,61.9%,53.3%,68.0%,40.8%,6.1%,14.5,9.8,23.0,10.7
2016 Olympics SF,W vs Kvitova,3.5,3.6,3.4,46.9%,48.6%,56.3%,83.3%,39.8%,5.4%,5.5,7.1,2.0,1.7
2016 Roland Garros R32,L vs Keys,3.3,3.4,3.1,45.7%,55.3%,41.2%,0.0%,52.4%,3.0%,2.0,2.0,1.5,1.6
2016 Rome R64,W vs Svitolina,4.6,4.1,5.1,54.3%,55.3%,56.0%,57.9%,44.7%,5.2%,14.0,9.7,12.0,6.7
2016 Prague QF,L vs Kuznetsova,3.7,4.1,3.2,43.3%,56.3%,58.3%,37.5%,49.4%,8.2%,4.0,2.7,7.0,4.9
2016 Miami R128,W vs Bellis,4.3,4.1,4.4,58.9%,44.1%,54.5%,55.0%,57.6%,6.1%,-2.5,-1.4,5.5,4.5
2016 Indian Wells R64,W vs Schmiedlova,5.4,4.6,6.3,68.0%,52.0%,45.5%,68.2%,41.7%,5.2%,-1.0,-0.9,3.0,2.1
2016 Australian Open R32,L vs Radwanska,4.7,5.1,4.3,39.6%,33.3%,46.7%,58.3%,46.4%,4.5%,2.5,2.7,3.0,2.8
2016 Australian Open R64,W vs Pliskova,3.3,3.7,2.8,46.8%,48.6%,65.4%,63.6%,48.0%,11.1%,15.5,12.1,5.0,4.0
2016 Sydney F,L vs Kuznetsova,4.2,4.3,4.1,32.5%,20.0%,44.4%,28.6%,50.0%,9.4%,-3.0,-5.2,0.5,0.9
2015 Indian Wells R128,W vs Gibbs,4.6,4.3,4.9,56.2%,52.6%,50.0%,57.9%,44.7%,6.8%,2.0,1.8,-2.5,-1.9
Career (24 matches),,3.8,3.9,3.7,47.7%,48.3%,50.1%,54.3%,46.7%,5.8%,4.4,4.4,3.3,3.0
