Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2019 Wimbledon R64,L vs Pliskova,96.4,100.2,3.1,100.8,99.4,105,89,89.9,3.1,90.2,86.0,94,83
2018 US Open R64,L vs Garcia,94.2,97.9,4.8,99.7,96.9,107,88,84.9,6.4,85.8,77.0,95,72
2018 Wimbledon R128,L vs Goerges,96.4,99.6,4.8,100.5,96.6,106,82,89.4,4.0,92.1,87.8,96,81
2017 Wimbledon R128,L vs Bacsinszky,95.5,99.1,3.9,101.8,95.3,105,90,90.4,2.9,92.2,85.3,95,82
2017 Roland Garros R128,W vs Vinci,91.5,97.9,6.2,,,105,73,83.4,6.0,,,95,70
2016 US Open R128,L vs Zheng,90.0,93.0,8.1,,,103,79,85.7,3.6,,,92,79
2016 Wimbledon R128,L vs Konta,98.4,102.6,2.9,104.4,100.1,107,95,89.3,4.7,91.5,86.0,96,80
2016 Roland Garros R64,W vs Goerges,94.2,99.0,5.2,,,106,79,86.0,6.0,,,95,74
2016 Australian Open R32,L vs Radwanska,97.3,100.4,4.8,,,106,84,88.7,4.7,,,95,80
2016 Australian Open R64,W vs Pliskova,96.8,103.1,3.5,,,111,92,87.2,4.9,,,98,75
2015 US Open R128,L vs Williams,94.0,101.9,3.5,,,107,88,85.5,5.6,,,95,70
2015 Australian Open R64,L vs Shvedova,93.7,99.6,7.2,,,108,67,85.9,3.9,,,94,78
2015 Australian Open R128,W vs Rodionova,95.5,100.5,5.4,,,108,76,86.2,5.5,,,95,74
2014 US Open R64,L vs Petkovic,95.8,100.0,5.1,,,106,82,86.4,4.7,,,94,75
2014 Roland Garros R128,L vs Stosur,94.0,99.1,3.6,,,105,89,86.8,5.1,,,95,74
2014 Australian Open R64,L vs Pennetta,97.6,,,,,110,,,,,,,80
2013 Wimbledon R16,L vs Stephens,92.8,,,,,109,,,,,,,67
2013 Wimbledon R32,W vs Birnerova,91.6,,,,,106,,,,,,,72
2013 Wimbledon R128,W vs Errani,95.8,,,,,107,,,,,,,72
2013 Roland Garros R64,W vs Keys,94.5,,,,,108,,,,,,,74
Career (21 matches),,94.7,99.8,4.7,101.3,97.6,111,67,86.9,4.8,90.8,85.4,98,67
