Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
16-Oct-2017,Luxembourg,Hard,F,69,73,Carina Witthoeft [GER] d. Puig,6-3 7-5,0.78,1.5%,1.5%,63.2%,58.1%,32.0%,4/9,1:31
08-Aug-2016,Olympics,Hard,F,34,2,Puig d. (2) Angelique Kerber [GER],6-4 4-6 6-1,1.12,2.9%,3.9%,59.2%,68.9%,47.6%,9/12,2:09
11-Jan-2016,Sydney,Hard,F,94,25,Svetlana Kuznetsova [RUS] d. (Q) Puig,6-0 6-2,,,,,,,,
19-May-2014,Strasbourg,Clay,F,56,118,Puig d. (Q) Silvia Soler Espinosa [ESP],6-4 6-3,2.69,4.7%,4.7%,65.1%,89.3%,73.3%,0/0,
22-Oct-2012,Poitiers 100K,Hard,F,147,79,Puig d. (2) Elena Vesnina [RUS],7-5 1-6 7-5,,,,,,,,
08-Oct-2012,Joue Les Tours 50K,Hard,F,168,128,Puig d. (5) Maria Joao Koehler [POR],3-6 6-4 6-1,,,,,,,,
25-Jun-2012,Perigueux 25K,Clay,F,192,214,(7) Irina Khromacheva [RUS] d. (2) Puig,6-3 6-2,,,,,,,,
12-Mar-2012,Poza Rica 25K,Hard,F,201,161,(2) Yaroslava Shvedova [KAZ] d. Puig,6-1 6-2,,,,,,,,
24-Oct-2011,Bayamon 25K,Hard,F,262,187,(3) Michelle Larcher De Brito [POR] d. (8) Puig,6-3 6-2,,,,,,,,
25-Apr-2011,Chiasso 25K,Clay,F,370,94,(Q) Puig d. (1) Andrea Hlavackova [CZE],7-6(4) 7-5,,,,,,,,
