Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 Madrid R64,L vs Collins,67.3%,39.4%,30.6%,8/7,2.53,2.4%,60.0%,33.3%,32.0%,2.42,3.4%,85.7%,44.4%,33.3%,2.78,0.0%
2019 Wimbledon R64,L vs Pliskova,56.1%,47.8%,22.0%,0/9,2.49,7.3%,48.1%,53.8%,18.5%,2.22,13.6%,71.4%,40.0%,28.6%,2.79,0.0%
2019 Strasbourg QF,L vs Sabalenka,62.7%,50.0%,7.5%,1/4,2.70,6.9%,64.7%,48.5%,3.9%,2.73,10.4%,81.8%,55.6%,27.3%,2.64,0.0%
2019 Charleston R16,W vs Sabalenka,65.2%,64.4%,2.9%,1/1,2.54,7.1%,75.0%,58.3%,4.2%,2.76,9.1%,64.3%,88.9%,0.0%,2.30,5.0%
2019 Miami R128,L vs Wang,67.9%,44.4%,5.7%,2/1,2.51,0.0%,55.2%,50.0%,6.9%,2.36,0.0%,90.9%,40.0%,4.5%,2.92,0.0%
2018 Miami R16,L vs Collins,57.3%,57.4%,13.4%,7/4,-,5.6%,50.0%,40.9%,11.4%,-,8.5%,75.8%,72.0%,18.2%,-,0.0%
2017 Tokyo R16,L vs Muguruza,72.9%,45.7%,18.8%,5/4,2.40,0.0%,65.7%,34.8%,11.4%,2.32,0.0%,92.3%,66.7%,38.5%,2.55,0.0%
2017 Indian Wells R64,L vs Pliskova,61.5%,67.2%,5.8%,3/3,2.49,11.5%,56.1%,59.4%,5.3%,2.46,21.4%,78.0%,75.0%,7.3%,2.53,0.0%
2016 US Open R128,L vs Zheng,63.6%,51.4%,3.6%,1/1,2.30,7.1%,50.0%,52.9%,2.9%,2.30,7.7%,85.7%,50.0%,4.8%,2.30,6.3%
2016 Olympics F,W vs Kerber,71.1%,57.6%,6.0%,4/1,2.25,1.1%,68.4%,56.4%,0.0%,2.17,1.9%,87.0%,60.0%,21.7%,2.40,0.0%
2016 Olympics SF,W vs Kvitova,64.1%,54.0%,6.4%,4/1,2.95,7.4%,69.0%,55.2%,4.8%,2.95,9.1%,72.4%,52.4%,10.3%,2.96,4.8%
2016 Roland Garros R32,L vs Keys,69.9%,54.9%,15.1%,5/6,2.50,10.4%,71.2%,48.6%,13.5%,2.56,13.0%,73.7%,71.4%,21.1%,2.38,4.8%
2016 Rome R64,W vs Svitolina,72.8%,61.0%,7.4%,2/4,2.79,3.0%,72.9%,57.1%,4.2%,2.77,5.6%,80.0%,66.7%,13.3%,2.81,0.0%
2016 Prague QF,L vs Kuznetsova,61.9%,61.7%,2.1%,1/1,2.42,7.1%,65.1%,63.4%,1.6%,2.45,10.7%,59.4%,57.9%,3.1%,2.37,0.0%
2016 Miami R128,W vs Bellis,75.0%,63.2%,5.3%,4/0,2.58,3.5%,81.1%,53.3%,8.1%,2.68,2.8%,79.4%,74.1%,2.9%,2.42,4.8%
2016 Indian Wells R64,W vs Schmiedlova,75.0%,69.2%,1.9%,1/0,2.40,8.1%,87.5%,67.9%,3.1%,2.48,13.0%,84.6%,72.7%,0.0%,2.27,0.0%
2016 Australian Open R32,L vs Radwanska,76.8%,46.5%,3.6%,2/0,2.64,22.5%,72.2%,30.8%,2.8%,2.50,30.0%,94.4%,70.6%,5.6%,3.09,0.0%
2016 Australian Open R64,W vs Pliskova,42.6%,56.5%,7.4%,5/3,2.59,34.2%,31.3%,66.7%,4.5%,2.55,55.8%,69.4%,48.0%,13.9%,2.64,8.3%
2016 Sydney F,L vs Kuznetsova,61.1%,31.8%,11.1%,2/2,2.41,9.7%,56.0%,21.4%,0.0%,2.23,20.0%,72.7%,50.0%,36.4%,2.58,0.0%
2015 Indian Wells R128,W vs Gibbs,64.3%,53.3%,2.9%,0/2,2.62,22.2%,66.7%,46.2%,2.6%,2.85,44.4%,79.2%,63.2%,4.2%,2.44,5.3%
Career (24 matches),,64.8%,56.0%,7.6%,54.0%,2.54,10.1%,62.3%,52.5%,6.1%,2.51,15.5%,77.9%,61.0%,11.4%,2.58,2.0%
