Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2019 Wimbledon R64,L vs Pliskova,7,22,0.3,7.2%,22.7%,6,19,0.3,7.1%,22.6%,3.6%,3.6%,3.8,23.7%,6.2%
2019 Wimbledon R128,W vs Schmiedlova,23,40,0.6,10.3%,17.9%,22,35,0.6,10.7%,17.0%,5.3%,5.3%,0.7,14.3%,20.1%
2018 US Open R64,L vs Garcia,22,27,0.8,13.1%,16.1%,16,23,0.7,11.0%,15.9%,4.1%,6.9%,0.9,14.9%,16.1%
2018 Wimbledon R128,L vs Goerges,16,16,1.0,8.9%,8.9%,15,12,1.3,9.8%,7.8%,3.3%,4.6%,2.7,21.2%,7.8%
2017 Wimbledon R128,L vs Bacsinszky,13,19,0.7,11.5%,16.8%,10,17,0.6,10.0%,17.0%,7.0%,3.0%,3.1,24.8%,8.0%
2017 Roland Garros R64,L vs Ostapenko,11,14,0.8,9.7%,12.4%,8,11,0.7,8.1%,11.1%,4.0%,4.0%,2.8,27.4%,9.7%
2017 Roland Garros R128,W vs Vinci,36,31,1.2,22.1%,19.0%,32,28,1.1,21.8%,19.0%,11.6%,10.2%,1.0,14.1%,14.7%
2017 Australian Open R64,L vs Barthel,23,28,0.8,18.5%,22.6%,22,26,0.8,19.8%,23.4%,11.7%,8.1%,1.2,21.0%,17.7%
2017 Australian Open R128,W vs Tig,10,7,1.4,12.8%,9.0%,8,7,1.1,11.0%,9.6%,8.2%,2.7%,0.6,12.8%,23.1%
2016 US Open R128,L vs Zheng,14,28,0.5,13.3%,26.7%,14,28,0.5,13.6%,27.2%,6.8%,6.8%,0.8,10.5%,12.4%
2016 Wimbledon R128,L vs Konta,15,17,0.9,13.0%,14.8%,12,12,1.0,11.8%,11.8%,7.8%,3.9%,1.2,14.8%,12.2%
2016 Roland Garros R64,W vs Goerges,35,26,1.3,13.7%,10.2%,32,24,1.3,13.6%,10.2%,7.2%,6.0%,1.3,23.8%,18.4%
2016 Australian Open R32,L vs Radwanska,22,29,0.8,21.2%,27.9%,21,27,0.8,21.4%,27.6%,12.2%,9.2%,1.5,16.3%,10.6%
2016 Australian Open R64,W vs Pliskova,37,21,1.8,16.1%,9.1%,29,18,1.6,15.8%,9.8%,9.8%,4.4%,1.2,23.0%,18.7%
2016 Australian Open R128,W vs Linette,13,17,0.8,14.9%,19.5%,9,15,0.6,11.5%,19.2%,6.4%,5.1%,0.3,10.3%,39.1%
2015 US Open R128,L vs Williams,29,28,1.0,13.2%,12.7%,21,23,0.9,11.5%,12.6%,8.7%,2.2%,1.1,21.8%,20.0%
2015 Wimbledon R128,L vs Niculescu,22,44,0.5,13.3%,26.7%,19,42,0.5,12.3%,27.3%,5.8%,5.8%,0.9,10.9%,12.7%
2015 Australian Open R64,L vs Shvedova,29,33,0.9,19.3%,22.0%,24,28,0.9,18.9%,22.0%,11.0%,6.3%,1.2,20.0%,17.3%
2015 Australian Open R128,W vs Rodionova,23,17,1.4,25.6%,18.9%,21,15,1.4,25.3%,18.1%,14.5%,7.2%,0.4,8.9%,20.0%
2014 US Open R64,L vs Petkovic,29,36,0.8,14.1%,17.6%,25,29,0.9,13.6%,15.8%,7.1%,6.5%,0.6,10.7%,17.1%
Career (29 matches),,626,732,0.9,14.5%,16.9%,536,640,0.8,13.9%,16.6%,5.6%,4.0%,1.0,17.0%,16.4%
